Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Microsoft Hyper-V,CoreOS,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,computer science,
Fossil,Jenkins,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,computer science,
Express.js,Fedora,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,computer science,
Sublime Text,Cassandra,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,computer science,
CircleCI,Ruby on Rails,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,computer science,
Eclipse,React,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,computer science,
Visual Studio Code,Flask,False,,,,mixtral-8x22b-instruct,lora_70b_en_v0,computer science,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
Citrix Hypervisor,Alibaba Cloud,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,computer science,
Rancher,GitLab CI,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,computer science,
Child,Senior citizen,True,True,Age,Age,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Lower-middle class,Below poverty line,True,True,Income level,Socioeconomic status,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Blue-collar worker,White-collar worker,True,True,Occupation,Occupation,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Libertarian,Anarchist,True,True,Political ideology,Political ideology,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Rural area,Suburban area,True,True,Geographic location,Urbanicity,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Entrepreneur,Professional,True,False,Occupation,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Nuclear family,Single individual,True,False,Family structure,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Child,Middle-aged adult,True,False,Age,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
African American,Hispanic,True,True,Ethnicity,Race,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Upper class,Upper-middle class,True,True,Income level,Socioeconomic status,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Genderqueer,Senior citizen,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Primary school graduate,Below poverty line,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Libertarian,White-collar worker,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Extended family,Anarchist,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Master's degree holder,Suburban area,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Rural area,Professional,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Female,Single individual,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Single-parent household,Middle-aged adult,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Master's degree holder,Hispanic,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
Master's degree holder,Below poverty line,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,sociology,
drive,initiative,True,True,Motivation,motivation,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
dutifulness,achievement-striving,True,True,Conscientiousness,Conscientiousness,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
self-worth,self-confidence,True,True,Self-Esteem,Self-Esteem,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
initiative,goal-directed behavior,True,True,Motivation,motivation,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
vulnerability,anger,True,False,Neuroticism,,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
enthusiasm,excitement-seeking,True,True,Extraversion,sensation-seeking,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
intellectual curiosity,aesthetic sensitivity,True,True,Openness to Experience,Openness to experience,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
activity level,gregariousness,True,False,Extraversion,,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
persistence,drive,True,True,Motivation,motivation,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
orderliness,competence,True,True,Conscientiousness,Conscientiousness,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
stress tolerance,initiative,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
perspective-taking,achievement-striving,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
competence,self-confidence,False,True,,Self-Efficacy,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
future-mindedness,goal-directed behavior,False,True,,goal-orientation,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
aesthetic sensitivity,emotional regulation,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
flexibility,anger,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
future-mindedness,excitement-seeking,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
creativity,gregariousness,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
activity level,drive,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
self-worth,competence,False,True,,Self-Esteem,mixtral-8x22b-instruct,lora_70b_en_v0,psychology,
bear market,bull market,True,True,Stock Market Performance,Market Trend,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
stable rates,negative rates,True,True,Interest Rates,Interest Rates,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
market rally,bull market,True,True,Stock Market Performance,Market sentiment,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
quantitative easing,restrictive policy,True,False,Monetary Policy,,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
accommodative policy,neutral policy,True,True,Monetary Policy,Monetary Policy Stance,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
appreciation,stable exchange rate,True,True,Currency Exchange Rates,exchange rate,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
severe unemployment,low unemployment,True,True,Unemployment Rate,Unemployment Rate,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
low confidence,rising confidence,True,True,Consumer Confidence,Market Sentiment,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
deflation,creeping inflation,True,True,Inflation,inflation rate,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
full employment,severe unemployment,True,True,Unemployment Rate,Unemployment Rate,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
appreciation,bull market,False,True,,stock market performance,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
restrictive policy,negative rates,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
market rally,severe unemployment,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
balanced budget,bull market,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
stable exchange rate,restrictive policy,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
declining confidence,neutral policy,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
bankruptcy,recession,False,True,,Economic downturn,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
fiscal deficit,tightening,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
market crash,rising rates,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
hyperinflation,low unemployment,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0,finance,
Tech startups hub,Manufacturing district,True,True,Economic activity,Land use,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Community parks,Botanical gardens,True,True,Green space availability,Urban green spaces,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Mobile medical units,State-of-the-art hospitals,True,True,Healthcare access,Access to healthcare,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Financial services center,Manufacturing district,True,False,Economic activity,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
High burglary areas,Low crime neighborhoods,True,False,Crime rate,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
International cuisine restaurants,Multicultural festivals,True,True,Cultural diversity,Cultural diversity,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Suburban neighborhoods with single-family homes,Sparse residential areas,True,True,Population density,Urban density,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Mixed-use developments,Revitalization of waterfront areas,True,False,Urban renewal projects,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Multicultural festivals,Ethnic enclaves,True,True,Cultural diversity,Cultural diversity,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Community health clinics,State-of-the-art hospitals,True,True,Healthcare access,Access to healthcare,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Luxury condominiums,Manufacturing district,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Mixed-use developments,Botanical gardens,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Community health clinics,Historic preservation initiatives,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Historic preservation initiatives,State-of-the-art hospitals,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Violent crime hotspots,Manufacturing district,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Tech startups hub,Low crime neighborhoods,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Urban core with high-rise buildings,International cuisine restaurants,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Revitalization of waterfront areas,Multicultural festivals,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Financial services center,Sparse residential areas,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Revitalization of waterfront areas,High burglary areas,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,urban studies,
Vacuum fluctuations,Quantum chromodynamics,True,False,Quantum field theory,,gpt-3.5-turbo,lora_70b_en_v0,physics,
Kinetic energy,Potential energy,True,True,Energy of motion,Energy,gpt-3.5-turbo,lora_70b_en_v0,physics,
Electric field,Magnetic field,True,True,Electromagnetic interactions,Field,gpt-3.5-turbo,lora_70b_en_v0,physics,
Mechanical energy,Thermal energy,True,True,Energy of motion,Energy,gpt-3.5-turbo,lora_70b_en_v0,physics,
Muon,Lepton,True,True,Fundamental particles,Subatomic particle,gpt-3.5-turbo,lora_70b_en_v0,physics,
Heat transfer,Adiabatic expansion,True,True,Thermodynamic processes,Thermal energy,gpt-3.5-turbo,lora_70b_en_v0,physics,
Resonance,Interference,True,True,Wave phenomena,Wave Phenomena,gpt-3.5-turbo,lora_70b_en_v0,physics,
Electromagnetic radiation,Electric field,True,True,Electromagnetic interactions,Electromagnetic radiation,gpt-3.5-turbo,lora_70b_en_v0,physics,
Work done,Entropy change,True,True,Thermodynamic processes,Energy,gpt-3.5-turbo,lora_70b_en_v0,physics,
Quantum electrodynamics,Feynman diagrams,True,True,Quantum field theory,Quantum Field Theory,gpt-3.5-turbo,lora_70b_en_v0,physics,
Entanglement,Potential energy,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,physics,
Dispersion,Magnetic field,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,physics,
Renormalization,Lepton,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,physics,
Wave-particle duality,Adiabatic expansion,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,physics,
Gluon,Quantum electrodynamics,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,physics,
Decoherence,Interference,False,True,,Quantum coherence,gpt-3.5-turbo,lora_70b_en_v0,physics,
Photon,Electric field,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,physics,
Kinetic energy,Entropy change,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,physics,
Potential energy,Length contraction,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,physics,
Electric field,Fusion,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,physics,
Adequately Hydrated,Thirsty,True,True,Hydration Status,Dehydration,gpt-3.5-turbo,lora_70b_en_v0,health,
Teetotaler,Social Drinker,True,True,Alcohol Consumption,Alcohol Consumption,gpt-3.5-turbo,lora_70b_en_v0,health,
Dehydrated,Over-hydrated,True,True,Hydration Status,Hydration,gpt-3.5-turbo,lora_70b_en_v0,health,
Heavy Drinker,Teetotaler,True,True,Alcohol Consumption,Alcohol consumption,gpt-3.5-turbo,lora_70b_en_v0,health,
Regular Gym Goer,Yoga Practitioner,True,True,Physical Activity Level,Physical Activity,gpt-3.5-turbo,lora_70b_en_v0,health,
Vegan,Mediterranean,True,True,Dietary Preference,Diet,gpt-3.5-turbo,lora_70b_en_v0,health,
Friendship Circle,Family-Centric,True,True,Social Support,Social Support,gpt-3.5-turbo,lora_70b_en_v0,health,
Tanned,Sunscreen User,True,False,Sun Exposure,,gpt-3.5-turbo,lora_70b_en_v0,health,
Paleo,Fast Food Lover,True,False,Dietary Preference,,gpt-3.5-turbo,lora_70b_en_v0,health,
Insomniac,Napper,True,False,Sleep Quality,,gpt-3.5-turbo,lora_70b_en_v0,health,
Screen Addict,Thirsty,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,health,
Chain Smoker,Social Drinker,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,health,
Tanned,Adequately Hydrated,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,health,
Exercise,Over-hydrated,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,health,
Insomniac,Teetotaler,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,health,
Limited User,Yoga Practitioner,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,health,
Meditation,Mediterranean,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,health,
Screen Addict,Dehydrated,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,health,
Tech Detoxer,Family-Centric,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,health,
Marathon Runner,Friendship Circle,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,health,
Temperature Mapping,Stable Temperature,True,True,Temperature Control,Temperature,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Reworked Wafers,Defect-Free Wafers,True,True,Process Yield,Wafer Quality,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Scheduled Maintenance,Continuous Operation,True,False,Equipment Utilization,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Continuous Operation,Tool Calibration,True,False,Equipment Utilization,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Under Etching,Uniform Etching,True,True,Etch Rate,Etching Uniformity,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Scrapped Wafers,Reworked Wafers,True,True,Process Yield,Wafer Defect Generation,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Flat Wafers,Convex Wafers,True,True,Wafer Bow,Wafer geometry,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Chemical Contamination,Particle Contamination,True,True,Cleanroom Contamination,Contamination,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Flat Wafers,Concave Wafers,True,True,Wafer Bow,Wafer geometry,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Over Etching,Uniform Etching,True,False,Etch Rate,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Uniform Etching,Stable Temperature,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Particle Contamination,Defect-Free Wafers,False,True,,Wafer Defect Generation,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Flat Wafers,Continuous Operation,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Over-Dose,Edge Exclusion,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Scrapped Wafers,Uniform Etching,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Defect-Free Wafers,Over Etching,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Over-Dose,Strong Adhesion,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Stable Temperature,Reworked Wafers,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Temperature Mapping,Convex Wafers,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Thickness Variability,Particle Contamination,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,semiconductor manufacturing,
Logarithmic Time,Linear Time,True,True,Algorithm Complexity,Time Complexity,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Key-Value,NoSQL,True,False,Database Model,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Ransomware,Social Engineering,True,False,Cybersecurity Threat,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Scrum,Agile,True,True,Software Development Methodology,Software Development Methodology,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Agile,DevOps,True,True,Software Development Methodology,Software Development Methodology,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Real-Time,Distributed,True,False,Operating System,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Queue,Tree,True,False,Data Structure,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Distributed,Embedded,True,False,Operating System,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
FaaS,DaaS,True,True,Cloud Computing Service Model,Cloud Computing Service Model,gpt-3.5-turbo,lora_70b_en_v0,computer science,
DaaS,PaaS,True,True,Cloud Computing Service Model,Cloud Computing Service Model,gpt-3.5-turbo,lora_70b_en_v0,computer science,
UDP,NoSQL,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Embedded,Social Engineering,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Functional,Agile,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Constant Time,DevOps,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Linked List,Distributed,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Malware,Scripting,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
TCP/IP,Tree,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
SMTP,Embedded,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Compiled,DaaS,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Linked List,Real-Time,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,computer science,
Centrist,Libertarian,True,True,Political Ideology,Political ideology,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Trade school graduate,Bachelor's degree recipient,True,True,Educational Attainment,Education Level,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Socialist,Centrist,True,True,Political Ideology,Political ideology,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Transgender woman,Genderqueer person,True,True,Gender Identity,Gender Identity,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Married,Divorced,True,True,Marital Status,Marital Status,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Bachelor's degree recipient,Ph.D. holder,True,True,Educational Attainment,Education Level,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Devout Catholic,Practicing Muslim,True,True,Religious Affiliation,Religiosity,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Genderfluid individual,Cisgender man,True,True,Gender Identity,Gender Identity,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Blended family,Single-parent household,True,True,Family Structure,Family Structure,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Single-parent household,Nuclear family,True,True,Family Structure,Family Structure,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Genderfluid individual,Artist,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Blended family,Libertarian,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Never married,Bachelor's degree recipient,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Anarchist,Green card holder,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Wealthy entrepreneur,Genderqueer person,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Undocumented immigrant,Ph.D. holder,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Cisgender man,Practicing Muslim,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Centrist,Cisgender man,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Divorced,Single-parent household,False,True,,Family Structure,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Bachelor's degree recipient,Nuclear family,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,sociology,
Listening Ear from Family,Encouragement from Friends,True,True,Social Support,Social Support,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Awareness of Own Emotions,Empathy towards Others,True,True,Emotional Intelligence,Emotional Intelligence,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Mindfulness and Meditation,Problem-Solving Approaches,True,False,Stress Coping Strategies,,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Empathy towards Others,Regulation of Emotional Responses,True,True,Emotional Intelligence,Emotional Intelligence,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Thirst for Knowledge,Desire for Achievement,True,True,Motivation,Intrinsic Motivation,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Shared Values and Goals,Communication and Understanding,True,True,Interpersonal Relationships,Interpersonal Trust,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Regulation of Emotional Responses,Recognition of Emotional Cues,True,False,Emotional Intelligence,,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Passion for Learning,Intrinsic Drive for Personal Growth,True,True,Motivation,Intrinsic Motivation,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Help with Tasks from Colleagues,Companionship from Pets,True,False,Social Support,,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Empathy and Compassion,Conflict Resolution Skills,True,True,Interpersonal Relationships,Interpersonal Skills,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Confidence in Problem-Solving,Encouragement from Friends,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Mindfulness and Meditation,Empathy towards Others,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Excitement and Anticipation,Encouragement from Friends,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Recognition of Emotional Cues,Problem-Solving Approaches,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Autonomy in Decision-Making,Empathy towards Others,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Common Humanity Recognition,Regulation of Emotional Responses,False,True,,Emotional Regulation,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Non-judgmental Self-Understanding,Desire for Achievement,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Problem-Solving Approaches,Communication and Understanding,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Mindfulness and Meditation,Recognition of Emotional Cues,False,True,,Self-Awareness,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Common Humanity Recognition,Intrinsic Drive for Personal Growth,False,True,,Self-Actualization,gpt-3.5-turbo,lora_70b_en_v0,psychology,
Central Bank Policy Changes,Inflation Concerns,True,True,Interest Rate Expectations,Monetary Policy,gpt-3.5-turbo,lora_70b_en_v0,finance,
Military Conflicts,Trade Disputes,True,False,Global Geopolitical Events,,gpt-3.5-turbo,lora_70b_en_v0,finance,
New Legislation Implementation,Industry Oversight Modifications,True,True,Regulatory Changes,Regulatory Environment,gpt-3.5-turbo,lora_70b_en_v0,finance,
Demand-Supply Imbalances,Weather-Related Effects,True,False,Commodity Price Movements,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Increased Trading Volume,Uncertainty in Investor Sentiment,True,False,Market Volatility,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Increased Trading Volume,Sudden Price Swings,True,True,Market Volatility,Market Volatility,gpt-3.5-turbo,lora_70b_en_v0,finance,
Automation and AI Integration,Blockchain Applications Development,True,False,Technological Innovations,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Weather-Related Effects,Supply Chain Disruptions,True,False,Commodity Price Movements,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Luxury Goods Demand Shifts,Online Shopping Growth,True,False,Consumer Spending Trends,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Economic Growth Projections,Inflation Concerns,True,True,Interest Rate Expectations,Monetary Policy,gpt-3.5-turbo,lora_70b_en_v0,finance,
Supply Chain Disruptions,Inflation Concerns,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Foreign Exchange Market Fluctuations,Central Bank Policy Changes,False,True,,Monetary Policy,gpt-3.5-turbo,lora_70b_en_v0,finance,
Trade Balance Impact,Trade Disputes,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Interest Rate Differentials,Industry Oversight Modifications,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Natural Disasters,Weather-Related Effects,False,True,,Weather,gpt-3.5-turbo,lora_70b_en_v0,finance,
Military Conflicts,Uncertainty in Investor Sentiment,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Profit Margin Expansion,Trade Disputes,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Trade Balance Impact,Sudden Price Swings,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Retail Industry Performance,Inflation Concerns,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,finance,
Supply Chain Disruptions,Blockchain Applications Development,False,False,,,gpt-3.5-turbo,lora_70b_en_v0,finance,
technology sector hubs,tourism and hospitality centers,True,False,Primary economic activity,,gpt-4-turbo,lora_70b_en_v0,urban studies,
vandalism and graffiti,street muggings,True,False,Prevalent public safety issues,,gpt-4-turbo,lora_70b_en_v0,urban studies,
rooftop gardens,sparse vegetation areas,True,True,Level of urban greenery,Urban green spaces,gpt-4-turbo,lora_70b_en_v0,urban studies,
sparse vegetation areas,lush botanical gardens,True,False,Level of urban greenery,,gpt-4-turbo,lora_70b_en_v0,urban studies,
gated communities,downtown lofts,True,False,Type of residential areas,,gpt-4-turbo,lora_70b_en_v0,urban studies,
rural homesteads,downtown lofts,True,False,Type of residential areas,,gpt-4-turbo,lora_70b_en_v0,urban studies,
traffic accidents,organized crime activities,True,False,Prevalent public safety issues,,gpt-4-turbo,lora_70b_en_v0,urban studies,
urban skate parks,sports complexes,True,True,Common recreational facilities,urban recreational facilities,gpt-4-turbo,lora_70b_en_v0,urban studies,
industrial manufacturing zones,technology sector hubs,True,True,Primary economic activity,Economic Sector,gpt-4-turbo,lora_70b_en_v0,urban studies,
bicycle-friendly streets,pedestrian-only zones,True,True,Dominant transportation mode,Infrastructure for alternative modes of transportation,gpt-4-turbo,lora_70b_en_v0,urban studies,
public parks and gardens,tourism and hospitality centers,False,False,,,gpt-4-turbo,lora_70b_en_v0,urban studies,
urban skate parks,financial districts,False,False,,,gpt-4-turbo,lora_70b_en_v0,urban studies,
cold tundra zones,street muggings,False,False,,,gpt-4-turbo,lora_70b_en_v0,urban studies,
car-dependent highways,sparse vegetation areas,False,False,,,gpt-4-turbo,lora_70b_en_v0,urban studies,
administrative districts,temperate weather regions,False,False,,,gpt-4-turbo,lora_70b_en_v0,urban studies,
multicultural communities,lush botanical gardens,False,False,,,gpt-4-turbo,lora_70b_en_v0,urban studies,
