Text1,Text2,Same Causal Variable,Variable Name,model Name,domain
Dielectric Strength,Insulating Properties,True,Dielectric Breakdown,gpt-3.5-turbo,semiconductor manufacturing
Tool Calibration,Scheduled Maintenance,True,Equipment Utilization,gpt-3.5-turbo,semiconductor manufacturing
Temperature Fluctuations,Temperature Mapping,True,Temperature Control,gpt-3.5-turbo,semiconductor manufacturing
Over Etching,Under Etching,True,Etch Rate,gpt-3.5-turbo,semiconductor manufacturing
Delamination,Weak Adhesion,True,Photoresist Adhesion,gpt-3.5-turbo,semiconductor manufacturing
Insulating Properties,Breakdown Voltage,True,Dielectric Breakdown,gpt-3.5-turbo,semiconductor manufacturing
Scrapped Wafers,Defect-Free Wafers,True,Process Yield,gpt-3.5-turbo,semiconductor manufacturing
Particle Contamination,Microbial Contamination,True,Cleanroom Contamination,gpt-3.5-turbo,semiconductor manufacturing
Optimal Dose,Flat Wafers,False,,gpt-3.5-turbo,semiconductor manufacturing
Chemical Contamination,Convex Wafers,False,,gpt-3.5-turbo,semiconductor manufacturing
Scheduled Maintenance,Insulating Properties,False,,gpt-3.5-turbo,semiconductor manufacturing
Tool Calibration,Particle Contamination,False,,gpt-3.5-turbo,semiconductor manufacturing
Thickness Variability,Chemical Contamination,False,,gpt-3.5-turbo,semiconductor manufacturing
Chemical Contamination,Scheduled Maintenance,False,,gpt-3.5-turbo,semiconductor manufacturing
Optimal Dose,Under Etching,False,,gpt-3.5-turbo,semiconductor manufacturing
Under Etching,Stable Temperature,False,,gpt-3.5-turbo,semiconductor manufacturing
Uniform Etching,Breakdown Voltage,False,,gpt-3.5-turbo,semiconductor manufacturing
Scheduled Maintenance,Stable Temperature,False,,gpt-3.5-turbo,semiconductor manufacturing
PaaS,SaaS,True,Cloud Computing Service Model,gpt-3.5-turbo,computer science
Constant Time,Exponential Time,True,Algorithm Complexity,gpt-3.5-turbo,computer science
Unix-Based,Embedded,True,Operating System,gpt-3.5-turbo,computer science
SMTP,HTTP,True,Network Protocol,gpt-3.5-turbo,computer science
Functional,Declarative,True,Programming Language,gpt-3.5-turbo,computer science
FTP,TCP/IP,True,Network Protocol,gpt-3.5-turbo,computer science
HTTP,UDP,True,Network Protocol,gpt-3.5-turbo,computer science
PaaS,IaaS,True,Cloud Computing Service Model,gpt-3.5-turbo,computer science
Linked List,Tree,True,Data Structure,gpt-3.5-turbo,computer science
Relational,Key-Value,True,Database Model,gpt-3.5-turbo,computer science
Supervised Learning,SaaS,False,,gpt-3.5-turbo,computer science
SaaS,Exponential Time,False,,gpt-3.5-turbo,computer science
Document-Oriented,Embedded,False,,gpt-3.5-turbo,computer science
Ensemble Learning,HTTP,False,,gpt-3.5-turbo,computer science
Logarithmic Time,Declarative,False,,gpt-3.5-turbo,computer science
DevOps,TCP/IP,False,,gpt-3.5-turbo,computer science
Waterfall,UDP,False,,gpt-3.5-turbo,computer science
Phishing,FTP,False,,gpt-3.5-turbo,computer science
SMTP,Tree,False,,gpt-3.5-turbo,computer science
Deep Learning,Key-Value,False,,gpt-3.5-turbo,computer science
Conservative,Anarchist,True,Political Ideology,gpt-3.5-turbo,sociology
Undocumented immigrant,Temporary visa holder,True,Immigration Status,gpt-3.5-turbo,sociology
Artist,Software engineer,True,Occupational Field,gpt-3.5-turbo,sociology
Ph.D. holder,Master's degree holder,True,Educational Attainment,gpt-3.5-turbo,sociology
Centrist,Conservative,True,Political Ideology,gpt-3.5-turbo,sociology
Devout Catholic,Atheist,True,Religious Affiliation,gpt-3.5-turbo,sociology
Working-class parent,Middle-class worker,True,Social Status,gpt-3.5-turbo,sociology
Hindu priest,Practicing Muslim,True,Religious Affiliation,gpt-3.5-turbo,sociology
Widowed,Married,True,Marital Status,gpt-3.5-turbo,sociology
Bachelor's degree recipient,Ph.D. holder,True,Educational Attainment,gpt-3.5-turbo,sociology
Genderfluid individual,Temporary visa holder,False,,gpt-3.5-turbo,sociology
Widowed,Software engineer,False,,gpt-3.5-turbo,sociology
Centrist,Master's degree holder,False,,gpt-3.5-turbo,sociology
Childless couple,Conservative,False,,gpt-3.5-turbo,sociology
Centrist,Atheist,False,,gpt-3.5-turbo,sociology
Separated,Conservative,False,,gpt-3.5-turbo,sociology
Never married,Middle-class worker,False,,gpt-3.5-turbo,sociology
Genderqueer person,Middle-class worker,False,,gpt-3.5-turbo,sociology
Anarchist,Participant in town hall meetings,False,,gpt-3.5-turbo,sociology
Undocumented immigrant,Practicing Muslim,False,,gpt-3.5-turbo,sociology
Recognition of Emotional Cues,Regulation of Emotional Responses,True,Emotional Intelligence,gpt-3.5-turbo,psychology
Resilience in Setbacks,Adaptability in Challenges,True,Self-Efficacy,gpt-3.5-turbo,psychology
Excitement and Anticipation,Fear and Anxiety,True,Emotional States,gpt-3.5-turbo,psychology
Physical Exercise and Relaxation,Mindfulness and Meditation,True,Stress Coping Strategies,gpt-3.5-turbo,psychology
Empowerment in Choices,Influence over Environment,True,Perceived Control,gpt-3.5-turbo,psychology
Passion for Learning,Commitment to Excellence,True,Motivation,gpt-3.5-turbo,psychology
Irritation and Frustration,Fear and Anxiety,True,Emotional States,gpt-3.5-turbo,psychology
Trust and Loyalty,Shared Values and Goals,True,Interpersonal Relationships,gpt-3.5-turbo,psychology
Openness to New Ideas,Ability to Shift Perspectives,True,Cognitive Flexibility,gpt-3.5-turbo,psychology
Influence over Environment,Freedom to Choose Options,True,Perceived Control,gpt-3.5-turbo,psychology
Companionship from Pets,Regulation of Emotional Responses,False,,gpt-3.5-turbo,psychology
Passion for Learning,Fear and Anxiety,False,,gpt-3.5-turbo,psychology
Freedom to Choose Options,Mindfulness and Meditation,False,,gpt-3.5-turbo,psychology
Social Skills in Relationships,Influence over Environment,False,,gpt-3.5-turbo,psychology
Adaptability in Challenges,Commitment to Excellence,False,,gpt-3.5-turbo,psychology
Encouragement from Friends,Fear and Anxiety,False,,gpt-3.5-turbo,psychology
Creativity in Problem-Solving,Shared Values and Goals,False,,gpt-3.5-turbo,psychology
Adaptability in Thinking,Freedom to Choose Options,False,,gpt-3.5-turbo,psychology
Advice from Mentors,Fear and Anxiety,False,,gpt-3.5-turbo,psychology
Belief in Personal Abilities,Social Support Seeking,False,,gpt-3.5-turbo,psychology
Retail Industry Performance,Online Shopping Growth,True,Consumer Spending Trends,gpt-3.5-turbo,finance
Interest Rate Differentials,Trade Balance Impact,True,Currency Exchange Rates,gpt-3.5-turbo,finance
Sudden Price Swings,Uncertainty in Investor Sentiment,True,Market Volatility,gpt-3.5-turbo,finance
Trade Disputes,Military Conflicts,True,Global Geopolitical Events,gpt-3.5-turbo,finance
Disruptive Technologies Adoption,Automation and AI Integration,True,Technological Innovations,gpt-3.5-turbo,finance
Trade Disputes,Natural Disasters,True,Global Geopolitical Events,gpt-3.5-turbo,finance
Profit Margin Expansion,Cost Reduction Initiatives,True,Company Earnings Performance,gpt-3.5-turbo,finance
Inflation Concerns,Economic Growth Projections,True,Interest Rate Expectations,gpt-3.5-turbo,finance
Increased Trading Volume,Uncertainty in Investor Sentiment,True,Market Volatility,gpt-3.5-turbo,finance
Disruptive Technologies Adoption,Blockchain Applications Development,True,Technological Innovations,gpt-3.5-turbo,finance
Demand-Supply Imbalances,Blockchain Applications Development,False,,gpt-3.5-turbo,finance
New Legislation Implementation,Online Shopping Growth,False,,gpt-3.5-turbo,finance
Military Conflicts,Trade Balance Impact,False,,gpt-3.5-turbo,finance
Foreign Exchange Market Fluctuations,Economic Growth Projections,False,,gpt-3.5-turbo,finance
Central Bank Policy Changes,Profit Margin Expansion,False,,gpt-3.5-turbo,finance
Inflation Concerns,Uncertainty in Investor Sentiment,False,,gpt-3.5-turbo,finance
Compliance Requirements Updates,Military Conflicts,False,,gpt-3.5-turbo,finance
Risk-Off vs. Risk-On Sentiment,Online Shopping Growth,False,,gpt-3.5-turbo,finance
Increased Trading Volume,Automation and AI Integration,False,,gpt-3.5-turbo,finance
Trade Balance Impact,Natural Disasters,False,,gpt-3.5-turbo,finance
street muggings,traffic accidents,True,Prevalent public safety issues,gpt-4-turbo,urban studies
ethnically homogeneous towns,expatriate zones,True,Cultural diversity level,gpt-4-turbo,urban studies
predominantly single-culture neighborhoods,multicultural communities,True,Cultural diversity level,gpt-4-turbo,urban studies
city manager systems,federal territories,True,Common form of governance,gpt-4-turbo,urban studies
pedestrian-only zones,car-dependent highways,True,Dominant transportation mode,gpt-4-turbo,urban studies
colonial homes,brutalist structures,True,Predominant architectural style,gpt-4-turbo,urban studies
expatriate zones,tourist-centric areas,True,Cultural diversity level,gpt-4-turbo,urban studies
art deco designs,Victorian-era buildings,True,Predominant architectural style,gpt-4-turbo,urban studies
modernist skyscrapers,Victorian-era buildings,True,Predominant architectural style,gpt-4-turbo,urban studies
art deco designs,colonial homes,True,Predominant architectural style,gpt-4-turbo,urban studies
lush botanical gardens,traffic accidents,False,,gpt-4-turbo,urban studies
financial districts,expatriate zones,False,,gpt-4-turbo,urban studies
waterfront promenades,multicultural communities,False,,gpt-4-turbo,urban studies
colonial homes,federal territories,False,,gpt-4-turbo,urban studies
gated communities,car-dependent highways,False,,gpt-4-turbo,urban studies
financial districts,brutalist structures,False,,gpt-4-turbo,urban studies
waterfront promenades,Victorian-era buildings,False,,gpt-4-turbo,urban studies
tropical rainforest climates,Victorian-era buildings,False,,gpt-4-turbo,urban studies
cold tundra zones,colonial homes,False,,gpt-4-turbo,urban studies
car-dependent highways,mayoral councils,False,,gpt-4-turbo,urban studies
convex lens,fresnel lens,True,Type of optical lens,gpt-4-turbo,physics
belt drive,hydraulic arm,True,Type of mechanical linkage,gpt-4-turbo,physics
LED light,fluorescent lamp,True,Source of illumination,gpt-4-turbo,physics
resistor,inductor,True,Electrical component,gpt-4-turbo,physics
radiation from the sun,convection by air movement,True,Method of heat transfer,gpt-4-turbo,physics
gravitational pull,centrifugal force,True,Type of force,gpt-4-turbo,physics
liquid water,gaseous steam,True,State of matter,gpt-4-turbo,physics
fluorescent lamp,incandescent bulb,True,Source of illumination,gpt-4-turbo,physics
compressed air tank,lithium-ion battery,True,Form of energy storage,gpt-4-turbo,physics
centrifugal force,electromagnetic force,True,Type of force,gpt-4-turbo,physics
belt drive,LED light,False,,gpt-4-turbo,physics
electromagnetic force,fresnel lens,False,,gpt-4-turbo,physics
aluminum fins,seismic wave,False,,gpt-4-turbo,physics
copper tubing,convection by air movement,False,,gpt-4-turbo,physics
compressed air tank,radiation from the sun,False,,gpt-4-turbo,physics
fresnel lens,fluorescent lamp,False,,gpt-4-turbo,physics
convex lens,copper tubing,False,,gpt-4-turbo,physics
hydraulic arm,centrifugal force,False,,gpt-4-turbo,physics
convex lens,gaseous steam,False,,gpt-4-turbo,physics
centrifugal force,convex lens,False,,gpt-4-turbo,physics
Daily coffee intake,Occasional soda consumption,True,Hydration habits,gpt-4-turbo,health
Weekly friend meetups,Isolated living,True,Social interaction frequency,gpt-4-turbo,health
Yearly marathon participation,Daily exercise sessions,True,Physical activity frequency,gpt-4-turbo,health
Recreational drug use,Alcohol consumption,True,Substance use,gpt-4-turbo,health
Vegetarian meals,Dairy-rich diet,True,Type of dietary intake,gpt-4-turbo,health
Annual health screenings,Regular doctor checkups,True,Healthcare access quality,gpt-4-turbo,health
Vegetarian meals,Vegan dishes,True,Type of dietary intake,gpt-4-turbo,health
Daytime naps,Early morning awakenings,True,Sleep pattern,gpt-4-turbo,health
Recreational drug use,Tobacco smoking,True,Substance use,gpt-4-turbo,health
Weekly gym visits,Monthly hiking trips,True,Physical activity frequency,gpt-4-turbo,health
Yearly marathon participation,Occasional soda consumption,False,,gpt-4-turbo,health
Monthly hiking trips,Isolated living,False,,gpt-4-turbo,health
Daily puzzles solving,Daily exercise sessions,False,,gpt-4-turbo,health
Rural clean air,Alcohol consumption,False,,gpt-4-turbo,health
Weekly book reading,Daily family gatherings,False,,gpt-4-turbo,health
Recreational drug use,Dairy-rich diet,False,,gpt-4-turbo,health
Seafood platters,Emergency hospital visits,False,,gpt-4-turbo,health
Urban air pollution,Vegan dishes,False,,gpt-4-turbo,health
Seafood platters,Early morning awakenings,False,,gpt-4-turbo,health
Nightly eight-hour sleep,Tobacco smoking,False,,gpt-4-turbo,health
smooth surface,particle contamination,True,Wafer Surface Condition,gpt-4-turbo,semiconductor manufacturing
moderate complexity circuits,simple circuits,True,Circuit Design Complexity,gpt-4-turbo,semiconductor manufacturing
smooth surface,scratch marks,True,Wafer Surface Condition,gpt-4-turbo,semiconductor manufacturing
sputter deposition,atomic layer deposition,True,Deposition Technique,gpt-4-turbo,semiconductor manufacturing
temperature-controlled setting,controlled humidity environment,True,Clean Room Environment,gpt-4-turbo,semiconductor manufacturing
complex circuits,highly complex circuits,True,Circuit Design Complexity,gpt-4-turbo,semiconductor manufacturing
reactive ion etching,wet etching,True,Etching Process Type,gpt-4-turbo,semiconductor manufacturing
plasma etching,dry etching,True,Etching Process Type,gpt-4-turbo,semiconductor manufacturing
plasma etching,wet etching,True,Etching Process Type,gpt-4-turbo,semiconductor manufacturing
residue presence,smooth surface,True,Wafer Surface Condition,gpt-4-turbo,semiconductor manufacturing
moderate complexity circuits,chemical vapor deposition,False,,gpt-4-turbo,semiconductor manufacturing
mechanical polishing,particle contamination,False,,gpt-4-turbo,semiconductor manufacturing
chemical mechanical polishing,simple circuits,False,,gpt-4-turbo,semiconductor manufacturing
particle-free air,scratch marks,False,,gpt-4-turbo,semiconductor manufacturing
smooth surface,atomic layer deposition,False,,gpt-4-turbo,semiconductor manufacturing
chemical mechanical polishing,particle contamination,False,,gpt-4-turbo,semiconductor manufacturing
physical vapor deposition,controlled humidity environment,False,,gpt-4-turbo,semiconductor manufacturing
particle-free air,highly complex circuits,False,,gpt-4-turbo,semiconductor manufacturing
ultra-high energy implantation,wet etching,False,,gpt-4-turbo,semiconductor manufacturing
phosphorus doping,dry etching,False,,gpt-4-turbo,semiconductor manufacturing
Neural networks architectures,Computer vision techniques,True,Artificial Intelligence Technique,gpt-4-turbo,computer science
Industrial automation controllers,Smart home sensors,True,Internet of Things (IoT) Device,gpt-4-turbo,computer science
Functional programming languages,Logic programming languages,True,Programming Language,gpt-4-turbo,computer science
Scripting languages,Functional programming languages,True,Programming Language,gpt-4-turbo,computer science
Smart city infrastructure,Wearable health monitors,True,Internet of Things (IoT) Device,gpt-4-turbo,computer science
Reinforcement learning strategies,Natural language processing methods,True,Artificial Intelligence Technique,gpt-4-turbo,computer science
SQL injection,Denial-of-service attacks,True,Cybersecurity Threat,gpt-4-turbo,computer science
Scripting languages,Object-oriented languages,True,Programming Language,gpt-4-turbo,computer science
In-memory databases,NoSQL databases,True,Database Technology,gpt-4-turbo,computer science
Windows family,MacOS series,True,Operating System,gpt-4-turbo,computer science
iOS releases,Computer vision techniques,False,,gpt-4-turbo,computer science
File Transfer Protocol,Waterfall model stages,False,,gpt-4-turbo,computer science
Functional programming languages,Smart home sensors,False,,gpt-4-turbo,computer science
HyperText Transfer Protocol,Logic programming languages,False,,gpt-4-turbo,computer science
Natural language processing methods,Logic programming languages,False,,gpt-4-turbo,computer science
Platform as a Service,Functional programming languages,False,,gpt-4-turbo,computer science
Platform as a Service,Object-oriented languages,False,,gpt-4-turbo,computer science
Graphics processing units,Wearable health monitors,False,,gpt-4-turbo,computer science
Connected vehicle systems,Natural language processing methods,False,,gpt-4-turbo,computer science
Connected vehicle systems,Denial-of-service attacks,False,,gpt-4-turbo,computer science
single-parent households,extended families,True,Family structure,gpt-4-turbo,sociology
alternative medicine followers,no regular healthcare,True,Healthcare access,gpt-4-turbo,sociology
alternative medicine followers,public healthcare users,True,Healthcare access,gpt-4-turbo,sociology
educational services,retail business,True,Employment sector,gpt-4-turbo,sociology
temporary migrants,undocumented immigrants,True,Migration status,gpt-4-turbo,sociology
socialist sympathizers,conservative supporters,True,Political orientation,gpt-4-turbo,sociology
conservative supporters,non-partisan citizens,True,Political orientation,gpt-4-turbo,sociology
Christianity followers,secular individuals,True,Religious affiliation,gpt-4-turbo,sociology
secondary school graduation,university degree,True,Educational attainment,gpt-4-turbo,sociology
Christianity followers,Buddhism practitioners,True,Religious affiliation,gpt-4-turbo,sociology
non-partisan citizens,online content browsers,False,,gpt-4-turbo,sociology
Islam adherents,extended families,False,,gpt-4-turbo,sociology
childless couples,no regular healthcare,False,,gpt-4-turbo,sociology
single-parent households,public healthcare users,False,,gpt-4-turbo,sociology
single-parent households,retail business,False,,gpt-4-turbo,sociology
elite class,undocumented immigrants,False,,gpt-4-turbo,sociology
print media readers,conservative supporters,False,,gpt-4-turbo,sociology
private clinic visitors,non-partisan citizens,False,,gpt-4-turbo,sociology
naturalized citizens,secular individuals,False,,gpt-4-turbo,sociology
working class,extended families,False,,gpt-4-turbo,sociology
community involvement,professional assistance,True,Social Support,gpt-4-turbo,psychology
master's degree,doctoral degree,True,Educational Attainment,gpt-4-turbo,psychology
compromise,dominance assertion,True,Conflict Resolution Strategy,gpt-4-turbo,psychology
financial bankruptcy,death of a loved one,True,Life Stress Level,gpt-4-turbo,psychology
emotional support seeking,avoidance of stressors,True,Coping Mechanism,gpt-4-turbo,psychology
community involvement,peer group interactions,True,Social Support,gpt-4-turbo,psychology
medication,cognitive behavioral therapy,True,Therapeutic Intervention,gpt-4-turbo,psychology
doctoral degree,bachelor's degree,True,Educational Attainment,gpt-4-turbo,psychology
death of a loved one,marital separation,True,Life Stress Level,gpt-4-turbo,psychology
collaborative problem solving,withdrawal,True,Conflict Resolution Strategy,gpt-4-turbo,psychology
authoritative guidance,professional assistance,False,,gpt-4-turbo,psychology
neuroticism,peer group interactions,False,,gpt-4-turbo,psychology
financial bankruptcy,dominance assertion,False,,gpt-4-turbo,psychology
doctoral degree,death of a loved one,False,,gpt-4-turbo,psychology
power-driven,avoidance of stressors,False,,gpt-4-turbo,psychology
agreeableness,avoidance of stressors,False,,gpt-4-turbo,psychology
fearful avoidance,peer group interactions,False,,gpt-4-turbo,psychology
professional assistance,bachelor's degree,False,,gpt-4-turbo,psychology
power-driven,marital separation,False,,gpt-4-turbo,psychology
doctoral degree,withdrawal,False,,gpt-4-turbo,psychology
shift towards budget-conscious spending,growth in ethical consumerism,True,Consumer Behavior,gpt-4-turbo,finance
reform in stock market rules,new compliance requirements,True,Regulatory Changes,gpt-4-turbo,finance
fluctuating corporate profits,significant earnings drop,True,Corporate Earnings,gpt-4-turbo,finance
earnings beat expectations,earnings miss expectations,True,Corporate Earnings,gpt-4-turbo,finance
political regime change,political scandals,True,Political Stability,gpt-4-turbo,finance
trade war escalations,expansion of export markets,True,Global Trade Dynamics,gpt-4-turbo,finance
increase in trade barriers,trade war escalations,True,Global Trade Dynamics,gpt-4-turbo,finance
increase in trade barriers,signing of new trade agreements,True,Global Trade Dynamics,gpt-4-turbo,finance
investor confidence decline,market pessimism,True,Market Sentiment,gpt-4-turbo,finance
declining interest rate trend,rising interest rate trend,True,Interest Rate Environment,gpt-4-turbo,finance
investor confidence surge,growth in ethical consumerism,False,,gpt-4-turbo,finance
investor confidence surge,new compliance requirements,False,,gpt-4-turbo,finance
tighter financial regulations,significant earnings drop,False,,gpt-4-turbo,finance
political unrest in a region,earnings miss expectations,False,,gpt-4-turbo,finance
inflationary pressures,stable interest rate period,False,,gpt-4-turbo,finance
trend towards personalized services,political scandals,False,,gpt-4-turbo,finance
inflationary pressures,expansion of export markets,False,,gpt-4-turbo,finance
significant earnings drop,trade war escalations,False,,gpt-4-turbo,finance
signing of new trade agreements,political regime change,False,,gpt-4-turbo,finance
rise in online shopping,signing of new trade agreements,False,,gpt-4-turbo,finance
