Text1,Text2,Same Causal Variable,Variable Name,model Name,domain
Screen Addict,Dehydrated,False,,gpt-3.5-turbo,health
Tech Detoxer,Family-Centric,False,,gpt-3.5-turbo,health
Marathon Runner,Friendship Circle,False,,gpt-3.5-turbo,health
Temperature Mapping,Stable Temperature,True,Temperature Control,gpt-3.5-turbo,semiconductor manufacturing
Reworked Wafers,Defect-Free Wafers,True,Process Yield,gpt-3.5-turbo,semiconductor manufacturing
Scheduled Maintenance,Continuous Operation,True,Equipment Utilization,gpt-3.5-turbo,semiconductor manufacturing
Continuous Operation,Tool Calibration,True,Equipment Utilization,gpt-3.5-turbo,semiconductor manufacturing
Under Etching,Uniform Etching,True,Etch Rate,gpt-3.5-turbo,semiconductor manufacturing
Scrapped Wafers,Reworked Wafers,True,Process Yield,gpt-3.5-turbo,semiconductor manufacturing
Flat Wafers,Convex Wafers,True,Wafer Bow,gpt-3.5-turbo,semiconductor manufacturing
Chemical Contamination,Particle Contamination,True,Cleanroom Contamination,gpt-3.5-turbo,semiconductor manufacturing
Flat Wafers,Concave Wafers,True,Wafer Bow,gpt-3.5-turbo,semiconductor manufacturing
Over Etching,Uniform Etching,True,Etch Rate,gpt-3.5-turbo,semiconductor manufacturing
Uniform Etching,Stable Temperature,False,,gpt-3.5-turbo,semiconductor manufacturing
Particle Contamination,Defect-Free Wafers,False,,gpt-3.5-turbo,semiconductor manufacturing
Flat Wafers,Continuous Operation,False,,gpt-3.5-turbo,semiconductor manufacturing
Over-Dose,Edge Exclusion,False,,gpt-3.5-turbo,semiconductor manufacturing
Scrapped Wafers,Uniform Etching,False,,gpt-3.5-turbo,semiconductor manufacturing
Defect-Free Wafers,Over Etching,False,,gpt-3.5-turbo,semiconductor manufacturing
Over-Dose,Strong Adhesion,False,,gpt-3.5-turbo,semiconductor manufacturing
Stable Temperature,Reworked Wafers,False,,gpt-3.5-turbo,semiconductor manufacturing
Temperature Mapping,Convex Wafers,False,,gpt-3.5-turbo,semiconductor manufacturing
Thickness Variability,Particle Contamination,False,,gpt-3.5-turbo,semiconductor manufacturing
Logarithmic Time,Linear Time,True,Algorithm Complexity,gpt-3.5-turbo,computer science
Key-Value,NoSQL,True,Database Model,gpt-3.5-turbo,computer science
Ransomware,Social Engineering,True,Cybersecurity Threat,gpt-3.5-turbo,computer science
Scrum,Agile,True,Software Development Methodology,gpt-3.5-turbo,computer science
Agile,DevOps,True,Software Development Methodology,gpt-3.5-turbo,computer science
Real-Time,Distributed,True,Operating System,gpt-3.5-turbo,computer science
Queue,Tree,True,Data Structure,gpt-3.5-turbo,computer science
Distributed,Embedded,True,Operating System,gpt-3.5-turbo,computer science
FaaS,DaaS,True,Cloud Computing Service Model,gpt-3.5-turbo,computer science
DaaS,PaaS,True,Cloud Computing Service Model,gpt-3.5-turbo,computer science
UDP,NoSQL,False,,gpt-3.5-turbo,computer science
Embedded,Social Engineering,False,,gpt-3.5-turbo,computer science
Functional,Agile,False,,gpt-3.5-turbo,computer science
Constant Time,DevOps,False,,gpt-3.5-turbo,computer science
Linked List,Distributed,False,,gpt-3.5-turbo,computer science
Malware,Scripting,False,,gpt-3.5-turbo,computer science
TCP/IP,Tree,False,,gpt-3.5-turbo,computer science
SMTP,Embedded,False,,gpt-3.5-turbo,computer science
Compiled,DaaS,False,,gpt-3.5-turbo,computer science
Linked List,Real-Time,False,,gpt-3.5-turbo,computer science
Centrist,Libertarian,True,Political Ideology,gpt-3.5-turbo,sociology
Trade school graduate,Bachelor's degree recipient,True,Educational Attainment,gpt-3.5-turbo,sociology
Socialist,Centrist,True,Political Ideology,gpt-3.5-turbo,sociology
Transgender woman,Genderqueer person,True,Gender Identity,gpt-3.5-turbo,sociology
Married,Divorced,True,Marital Status,gpt-3.5-turbo,sociology
Bachelor's degree recipient,Ph.D. holder,True,Educational Attainment,gpt-3.5-turbo,sociology
Devout Catholic,Practicing Muslim,True,Religious Affiliation,gpt-3.5-turbo,sociology
Genderfluid individual,Cisgender man,True,Gender Identity,gpt-3.5-turbo,sociology
Blended family,Single-parent household,True,Family Structure,gpt-3.5-turbo,sociology
Single-parent household,Nuclear family,True,Family Structure,gpt-3.5-turbo,sociology
Genderfluid individual,Artist,False,,gpt-3.5-turbo,sociology
Blended family,Libertarian,False,,gpt-3.5-turbo,sociology
Never married,Bachelor's degree recipient,False,,gpt-3.5-turbo,sociology
Anarchist,Green card holder,False,,gpt-3.5-turbo,sociology
Wealthy entrepreneur,Genderqueer person,False,,gpt-3.5-turbo,sociology
Undocumented immigrant,Ph.D. holder,False,,gpt-3.5-turbo,sociology
Cisgender man,Practicing Muslim,False,,gpt-3.5-turbo,sociology
Centrist,Cisgender man,False,,gpt-3.5-turbo,sociology
Divorced,Single-parent household,False,,gpt-3.5-turbo,sociology
Bachelor's degree recipient,Nuclear family,False,,gpt-3.5-turbo,sociology
Listening Ear from Family,Encouragement from Friends,True,Social Support,gpt-3.5-turbo,psychology
Awareness of Own Emotions,Empathy towards Others,True,Emotional Intelligence,gpt-3.5-turbo,psychology
Mindfulness and Meditation,Problem-Solving Approaches,True,Stress Coping Strategies,gpt-3.5-turbo,psychology
Empathy towards Others,Regulation of Emotional Responses,True,Emotional Intelligence,gpt-3.5-turbo,psychology
Thirst for Knowledge,Desire for Achievement,True,Motivation,gpt-3.5-turbo,psychology
Shared Values and Goals,Communication and Understanding,True,Interpersonal Relationships,gpt-3.5-turbo,psychology
Regulation of Emotional Responses,Recognition of Emotional Cues,True,Emotional Intelligence,gpt-3.5-turbo,psychology
Passion for Learning,Intrinsic Drive for Personal Growth,True,Motivation,gpt-3.5-turbo,psychology
Help with Tasks from Colleagues,Companionship from Pets,True,Social Support,gpt-3.5-turbo,psychology
Empathy and Compassion,Conflict Resolution Skills,True,Interpersonal Relationships,gpt-3.5-turbo,psychology
Confidence in Problem-Solving,Encouragement from Friends,False,,gpt-3.5-turbo,psychology
Mindfulness and Meditation,Empathy towards Others,False,,gpt-3.5-turbo,psychology
Excitement and Anticipation,Encouragement from Friends,False,,gpt-3.5-turbo,psychology
Recognition of Emotional Cues,Problem-Solving Approaches,False,,gpt-3.5-turbo,psychology
Autonomy in Decision-Making,Empathy towards Others,False,,gpt-3.5-turbo,psychology
Common Humanity Recognition,Regulation of Emotional Responses,False,,gpt-3.5-turbo,psychology
Non-judgmental Self-Understanding,Desire for Achievement,False,,gpt-3.5-turbo,psychology
Problem-Solving Approaches,Communication and Understanding,False,,gpt-3.5-turbo,psychology
Mindfulness and Meditation,Recognition of Emotional Cues,False,,gpt-3.5-turbo,psychology
Common Humanity Recognition,Intrinsic Drive for Personal Growth,False,,gpt-3.5-turbo,psychology
Central Bank Policy Changes,Inflation Concerns,True,Interest Rate Expectations,gpt-3.5-turbo,finance
Military Conflicts,Trade Disputes,True,Global Geopolitical Events,gpt-3.5-turbo,finance
New Legislation Implementation,Industry Oversight Modifications,True,Regulatory Changes,gpt-3.5-turbo,finance
Demand-Supply Imbalances,Weather-Related Effects,True,Commodity Price Movements,gpt-3.5-turbo,finance
Increased Trading Volume,Uncertainty in Investor Sentiment,True,Market Volatility,gpt-3.5-turbo,finance
Increased Trading Volume,Sudden Price Swings,True,Market Volatility,gpt-3.5-turbo,finance
Automation and AI Integration,Blockchain Applications Development,True,Technological Innovations,gpt-3.5-turbo,finance
Weather-Related Effects,Supply Chain Disruptions,True,Commodity Price Movements,gpt-3.5-turbo,finance
Luxury Goods Demand Shifts,Online Shopping Growth,True,Consumer Spending Trends,gpt-3.5-turbo,finance
Economic Growth Projections,Inflation Concerns,True,Interest Rate Expectations,gpt-3.5-turbo,finance
Supply Chain Disruptions,Inflation Concerns,False,,gpt-3.5-turbo,finance
Foreign Exchange Market Fluctuations,Central Bank Policy Changes,False,,gpt-3.5-turbo,finance
Trade Balance Impact,Trade Disputes,False,,gpt-3.5-turbo,finance
Interest Rate Differentials,Industry Oversight Modifications,False,,gpt-3.5-turbo,finance
Natural Disasters,Weather-Related Effects,False,,gpt-3.5-turbo,finance
Military Conflicts,Uncertainty in Investor Sentiment,False,,gpt-3.5-turbo,finance
Profit Margin Expansion,Trade Disputes,False,,gpt-3.5-turbo,finance
Trade Balance Impact,Sudden Price Swings,False,,gpt-3.5-turbo,finance
Retail Industry Performance,Inflation Concerns,False,,gpt-3.5-turbo,finance
Supply Chain Disruptions,Blockchain Applications Development,False,,gpt-3.5-turbo,finance
technology sector hubs,tourism and hospitality centers,True,Primary economic activity,gpt-4-turbo,urban studies
vandalism and graffiti,street muggings,True,Prevalent public safety issues,gpt-4-turbo,urban studies
rooftop gardens,sparse vegetation areas,True,Level of urban greenery,gpt-4-turbo,urban studies
sparse vegetation areas,lush botanical gardens,True,Level of urban greenery,gpt-4-turbo,urban studies
gated communities,downtown lofts,True,Type of residential areas,gpt-4-turbo,urban studies
rural homesteads,downtown lofts,True,Type of residential areas,gpt-4-turbo,urban studies
traffic accidents,organized crime activities,True,Prevalent public safety issues,gpt-4-turbo,urban studies
urban skate parks,sports complexes,True,Common recreational facilities,gpt-4-turbo,urban studies
industrial manufacturing zones,technology sector hubs,True,Primary economic activity,gpt-4-turbo,urban studies
bicycle-friendly streets,pedestrian-only zones,True,Dominant transportation mode,gpt-4-turbo,urban studies
public parks and gardens,tourism and hospitality centers,False,,gpt-4-turbo,urban studies
urban skate parks,financial districts,False,,gpt-4-turbo,urban studies
cold tundra zones,street muggings,False,,gpt-4-turbo,urban studies
car-dependent highways,sparse vegetation areas,False,,gpt-4-turbo,urban studies
administrative districts,temperate weather regions,False,,gpt-4-turbo,urban studies
multicultural communities,lush botanical gardens,False,,gpt-4-turbo,urban studies
mountain hiking trails,downtown lofts,False,,gpt-4-turbo,urban studies
arid desert climates,sports complexes,False,,gpt-4-turbo,urban studies
expatriate zones,downtown lofts,False,,gpt-4-turbo,urban studies
downtown lofts,organized crime activities,False,,gpt-4-turbo,urban studies
belt drive,hydraulic arm,True,Type of mechanical linkage,gpt-4-turbo,physics
LED light,fluorescent lamp,True,Source of illumination,gpt-4-turbo,physics
radiation from the sun,convection by air movement,True,Method of heat transfer,gpt-4-turbo,physics
hydraulic arm,gear train,True,Type of mechanical linkage,gpt-4-turbo,physics
aluminum fins,copper tubing,True,Material used in a heat conductor,gpt-4-turbo,physics
gaseous steam,solid ice,True,State of matter,gpt-4-turbo,physics
compressed air tank,flywheel energy storage,True,Form of energy storage,gpt-4-turbo,physics
gravitational pull,centrifugal force,True,Type of force,gpt-4-turbo,physics
capacitor,resistor,True,Electrical component,gpt-4-turbo,physics
liquid water,gaseous steam,True,State of matter,gpt-4-turbo,physics
fluorescent lamp,concave lens,False,,gpt-4-turbo,physics
resistor,hydraulic arm,False,,gpt-4-turbo,physics
electromagnetic force,inductor,False,,gpt-4-turbo,physics
centrifugal force,fluorescent lamp,False,,gpt-4-turbo,physics
gear train,convection by air movement,False,,gpt-4-turbo,physics
radiation from the sun,LED light,False,,gpt-4-turbo,physics
capacitor,solid ice,False,,gpt-4-turbo,physics
gaseous steam,light wave,False,,gpt-4-turbo,physics
flywheel energy storage,gear train,False,,gpt-4-turbo,physics
flywheel energy storage,gravitational pull,False,,gpt-4-turbo,physics
Emergency hospital visits,Lack of medical services,True,Healthcare access quality,gpt-4-turbo,health
Recreational drug use,Prescription medication usage,True,Substance use,gpt-4-turbo,health
Regular doctor checkups,Annual health screenings,True,Healthcare access quality,gpt-4-turbo,health
Early morning awakenings,Daytime naps,True,Sleep pattern,gpt-4-turbo,health
Urban air pollution,Rural clean air,True,Exposure to pollutants,gpt-4-turbo,health
Recreational drug use,Alcohol consumption,True,Substance use,gpt-4-turbo,health
Early morning awakenings,Nightly eight-hour sleep,True,Sleep pattern,gpt-4-turbo,health
Vegan dishes,Dairy-rich diet,True,Type of dietary intake,gpt-4-turbo,health
Home air filtration usage,Urban air pollution,True,Exposure to pollutants,gpt-4-turbo,health
Occasional documentary watching,Rare intellectual discussions,True,Mental stimulation level,gpt-4-turbo,health
Vegan dishes,Daily exercise sessions,False,,gpt-4-turbo,health
Monthly community events,Alcohol consumption,False,,gpt-4-turbo,health
Rare intellectual discussions,Daytime naps,False,,gpt-4-turbo,health
Stressful work deadlines,Isolated living,False,,gpt-4-turbo,health
Nightly eight-hour sleep,Occasional soda consumption,False,,gpt-4-turbo,health
Vegan dishes,Rural clean air,False,,gpt-4-turbo,health
Yearly marathon participation,Alcohol consumption,False,,gpt-4-turbo,health
Vegetarian meals,Nightly eight-hour sleep,False,,gpt-4-turbo,health
Stressful work deadlines,Dairy-rich diet,False,,gpt-4-turbo,health
Weekly gym visits,Urban air pollution,False,,gpt-4-turbo,health
high energy implantation,ultra-high energy implantation,True,Implantation Energy Level,gpt-4-turbo,semiconductor manufacturing
controlled humidity environment,particle-free air,True,Clean Room Environment,gpt-4-turbo,semiconductor manufacturing
reactive ion etching,wet etching,True,Etching Process Type,gpt-4-turbo,semiconductor manufacturing
mechanical polishing,electrolytic polishing,True,Wafer Polishing Method,gpt-4-turbo,semiconductor manufacturing
temperature-controlled setting,particle-free air,True,Clean Room Environment,gpt-4-turbo,semiconductor manufacturing
dry etching,wet etching,True,Etching Process Type,gpt-4-turbo,semiconductor manufacturing
flame polishing,mechanical polishing,True,Wafer Polishing Method,gpt-4-turbo,semiconductor manufacturing
mechanical polishing,chemical mechanical polishing,True,Wafer Polishing Method,gpt-4-turbo,semiconductor manufacturing
wet etching,plasma etching,True,Etching Process Type,gpt-4-turbo,semiconductor manufacturing
high energy implantation,medium energy implantation,True,Implantation Energy Level,gpt-4-turbo,semiconductor manufacturing
vibration-free setup,complex circuits,False,,gpt-4-turbo,semiconductor manufacturing
reactive ion etching,particle-free air,False,,gpt-4-turbo,semiconductor manufacturing
chemical vapor deposition,wet etching,False,,gpt-4-turbo,semiconductor manufacturing
medium energy implantation,particle-free air,False,,gpt-4-turbo,semiconductor manufacturing
antimony doping,wet etching,False,,gpt-4-turbo,semiconductor manufacturing
plasma etching,mechanical polishing,False,,gpt-4-turbo,semiconductor manufacturing
simple circuits,ozone,False,,gpt-4-turbo,semiconductor manufacturing
perfect alignment,chemical mechanical polishing,False,,gpt-4-turbo,semiconductor manufacturing
particle-free air,smooth surface,False,,gpt-4-turbo,semiconductor manufacturing
electrolytic polishing,plasma etching,False,,gpt-4-turbo,semiconductor manufacturing
Ransomware attacks,SQL injection,True,Cybersecurity Threat,gpt-4-turbo,computer science
Linux distributions,Android versions,True,Operating System,gpt-4-turbo,computer science
Ransomware attacks,Cross-site scripting,True,Cybersecurity Threat,gpt-4-turbo,computer science
Functional programming languages,Procedural languages,True,Programming Language,gpt-4-turbo,computer science
Phishing schemes,Cross-site scripting,True,Cybersecurity Threat,gpt-4-turbo,computer science
Cross-site scripting,Denial-of-service attacks,True,Cybersecurity Threat,gpt-4-turbo,computer science
Random access memory modules,Central processing units,True,Hardware Component,gpt-4-turbo,computer science
Internet Protocol,Simple Mail Transfer Protocol,True,Network Protocol,gpt-4-turbo,computer science
Function as a Service,Desktop as a Service,True,Cloud Computing Service,gpt-4-turbo,computer science
Simple Mail Transfer Protocol,File Transfer Protocol,True,Network Protocol,gpt-4-turbo,computer science
SQL injection,Android versions,False,,gpt-4-turbo,computer science
File Transfer Protocol,Cross-site scripting,False,,gpt-4-turbo,computer science
Wearable health monitors,Procedural languages,False,,gpt-4-turbo,computer science
Solid state drives,Cross-site scripting,False,,gpt-4-turbo,computer science
Graphics processing units,Denial-of-service attacks,False,,gpt-4-turbo,computer science
Agile development practices,Central processing units,False,,gpt-4-turbo,computer science
Ransomware attacks,Random access memory modules,False,,gpt-4-turbo,computer science
Infrastructure as a Service,Simple Mail Transfer Protocol,False,,gpt-4-turbo,computer science
Scripting languages,Desktop as a Service,False,,gpt-4-turbo,computer science
Distributed databases,File Transfer Protocol,False,,gpt-4-turbo,computer science
middle class,working class,True,Social class,gpt-4-turbo,sociology
television viewers,radio listeners,True,Media consumption,gpt-4-turbo,sociology
non-partisan citizens,liberal advocates,True,Political orientation,gpt-4-turbo,sociology
postgraduate qualifications,primary school completion,True,Educational attainment,gpt-4-turbo,sociology
radio listeners,online content browsers,True,Media consumption,gpt-4-turbo,sociology
alternative medicine followers,public healthcare users,True,Healthcare access,gpt-4-turbo,sociology
educational services,retail business,True,Employment sector,gpt-4-turbo,sociology
university degree,postgraduate qualifications,True,Educational attainment,gpt-4-turbo,sociology
private clinic visitors,no regular healthcare,True,Healthcare access,gpt-4-turbo,sociology
Christianity followers,Buddhism practitioners,True,Religious affiliation,gpt-4-turbo,sociology
Buddhism practitioners,working class,False,,gpt-4-turbo,sociology
working class,radio listeners,False,,gpt-4-turbo,sociology
urban neighborhoods,liberal advocates,False,,gpt-4-turbo,sociology
print media readers,manufacturing sector,False,,gpt-4-turbo,sociology
conservative supporters,primary school completion,False,,gpt-4-turbo,sociology
university degree,urban neighborhoods,False,,gpt-4-turbo,sociology
non-partisan citizens,public healthcare users,False,,gpt-4-turbo,sociology
private clinic visitors,secondary school graduation,False,,gpt-4-turbo,sociology
no regular healthcare,retail business,False,,gpt-4-turbo,sociology
working class,postgraduate qualifications,False,,gpt-4-turbo,sociology
peer group interactions,community involvement,True,Social Support,gpt-4-turbo,psychology
permissive upbringing,authoritarian control,True,Parenting Style,gpt-4-turbo,psychology
compromise,dominance assertion,True,Conflict Resolution Strategy,gpt-4-turbo,psychology
medication,psychoanalysis,True,Therapeutic Intervention,gpt-4-turbo,psychology
neuroticism,openness to experience,True,Personality Trait,gpt-4-turbo,psychology
compromise,collaborative problem solving,True,Conflict Resolution Strategy,gpt-4-turbo,psychology
community involvement,professional assistance,True,Social Support,gpt-4-turbo,psychology
power-driven,achievement-driven,True,Motivation Type,gpt-4-turbo,psychology
emotional support seeking,substance use,True,Coping Mechanism,gpt-4-turbo,psychology
family cohesion,professional assistance,True,Social Support,gpt-4-turbo,psychology
doctoral degree,community involvement,False,,gpt-4-turbo,psychology
psychoanalysis,authoritarian control,False,,gpt-4-turbo,psychology
job loss,psychoanalysis,False,,gpt-4-turbo,psychology
group therapy,doctoral degree,False,,gpt-4-turbo,psychology
death of a loved one,withdrawal,False,,gpt-4-turbo,psychology
conscientiousness,collaborative problem solving,False,,gpt-4-turbo,psychology
withdrawal,professional assistance,False,,gpt-4-turbo,psychology
neglectful supervision,achievement-driven,False,,gpt-4-turbo,psychology
neuroticism,substance use,False,,gpt-4-turbo,psychology
extrinsic motivation,professional assistance,False,,gpt-4-turbo,psychology
stable interest rate period,central bank rate hikes,True,Interest Rate Environment,gpt-4-turbo,finance
increasing unemployment rates,job market strength,True,Economic Indicators,gpt-4-turbo,finance
growth in sustainable investments,interest in emerging markets,True,Investment Trends,gpt-4-turbo,finance
rise in real estate investments,interest in emerging markets,True,Investment Trends,gpt-4-turbo,finance
changes in tax laws,new compliance requirements,True,Regulatory Changes,gpt-4-turbo,finance
tighter financial regulations,changes in tax laws,True,Regulatory Changes,gpt-4-turbo,finance
growth in ethical consumerism,trend towards personalized services,True,Consumer Behavior,gpt-4-turbo,finance
record profit announcements,significant earnings drop,True,Corporate Earnings,gpt-4-turbo,finance
rise in real estate investments,shift towards value stocks,True,Investment Trends,gpt-4-turbo,finance
advancements in cybersecurity,development of fintech solutions,True,Technological Advancements,gpt-4-turbo,finance
election year uncertainties,central bank rate hikes,False,,gpt-4-turbo,finance
reform in stock market rules,job market strength,False,,gpt-4-turbo,finance
market optimism,interest in emerging markets,False,,gpt-4-turbo,finance
market pessimism,new compliance requirements,False,,gpt-4-turbo,finance
strengthening of international relations,changes in tax laws,False,,gpt-4-turbo,finance
development of fintech solutions,stable interest rate period,False,,gpt-4-turbo,finance
political unrest in a region,significant earnings drop,False,,gpt-4-turbo,finance
earnings beat expectations,shift towards value stocks,False,,gpt-4-turbo,finance
growth in ethical consumerism,development of fintech solutions,False,,gpt-4-turbo,finance
declining interest rate trend,recessionary period,False,,gpt-4-turbo,finance
Commercial,Institutional,True,Land Use,llama3-8b,urban studies
Loud,Moderate,True,Noise Level,llama3-8b,urban studies
Very Poor,Good,True,Air Quality,llama3-8b,urban studies
Industrial,Open Space,True,Land Use,llama3-8b,urban studies
Extremely Low,Medium,True,Community Engagement,llama3-8b,urban studies
Residential Street,Freeway,True,Street Type,llama3-8b,urban studies
Residential,Institutional,True,Land Use,llama3-8b,urban studies
Extremely Low,High,True,Community Engagement,llama3-8b,urban studies
Residential Zoning,Industrial Zoning,True,Zoning,llama3-8b,urban studies
Garden,Nature Reserve,True,Green Space,llama3-8b,urban studies
Low,Institutional,False,,llama3-8b,urban studies
Car,Moderate,False,,llama3-8b,urban studies
Apartment Building,Good,False,,llama3-8b,urban studies
Public Transportation,Very Low,False,,llama3-8b,urban studies
Arterial Road,Institutional,False,,llama3-8b,urban studies
Residential Street,Open Space,False,,llama3-8b,urban studies
Greenway,Medium,False,,llama3-8b,urban studies
Commercial Zoning,Freeway,False,,llama3-8b,urban studies
Extremely Loud,Institutional,False,,llama3-8b,urban studies
Fair,High,False,,llama3-8b,urban studies
Four-Dimensional Space,One-Dimensional Space,True,Space,llama3-8b,physics
Thermal Energy,Potential Energy,True,Energy,llama3-8b,physics
Gamma Frequency,Visible Frequency,True,Frequency,llama3-8b,physics
Absolute Time,Relative Time,True,Time,llama3-8b,physics
Room Temperature,Freezing Point,True,Temperature,llama3-8b,physics
Gamma Frequency,Audio Frequency,True,Frequency,llama3-8b,physics
Vacuum Pressure,Standard Pressure,True,Pressure,llama3-8b,physics
Negative Charge,Positive Charge,True,Charge,llama3-8b,physics
Electromagnetic Energy,Thermal Energy,True,Energy,llama3-8b,physics
Strong Nuclear Force,Gravity,True,Force,llama3-8b,physics
Thermal Energy,One-Dimensional Space,False,,llama3-8b,physics
Visible Frequency,Melting Point,False,,llama3-8b,physics
Melting Point,Thermal Energy,False,,llama3-8b,physics
Visible Frequency,One-Dimensional Space,False,,llama3-8b,physics
Elapsed Time,Potential Energy,False,,llama3-8b,physics
Vacuum Pressure,Visible Frequency,False,,llama3-8b,physics
One-Dimensional Space,Relative Time,False,,llama3-8b,physics
One-Dimensional Space,Freezing Point,False,,llama3-8b,physics
Elapsed Time,Audio Frequency,False,,llama3-8b,physics
Relative Time,Boiling Point,False,,llama3-8b,physics
Vegetarian,Omnivore,True,Diet Type,llama3-8b,health
Current Smoker,Former Smoker,True,Smoking Status,llama3-8b,health
Fair,Excellent,True,Sleep Quality,llama3-8b,health
Family History of Chronic Disease,No Family History of Chronic Disease,True,Family History,llama3-8b,health
Limited Social Support,Moderate Social Support,True,Social Support,llama3-8b,health
Pescetarian,Vegan,True,Diet Type,llama3-8b,health
Rarely,1-2 Times a Week,True,Exercise Frequency,llama3-8b,health
Fair,Poor,True,Health Literacy,llama3-8b,health
Limited Social Support,Strong Social Support,True,Social Support,llama3-8b,health
3-4 Times a Week,1-2 Times a Week,True,Exercise Frequency,llama3-8b,health
Fair,Omnivore,False,,llama3-8b,health
Strong Social Support,Family History of Chronic Disease,False,,llama3-8b,health
Good,Former Smoker,False,,llama3-8b,health
Poor,Excellent,False,,llama3-8b,health
Extreme,No Family History of Chronic Disease,False,,llama3-8b,health
Fair,Moderate Social Support,False,,llama3-8b,health
Poor,Limited Social Support,False,,llama3-8b,health
Excellent,Strong Social Support,False,,llama3-8b,health
Strong Social Support,Vegan,False,,llama3-8b,health
Low Risk,1-2 Times a Week,False,,llama3-8b,health
Wet Etching,Dry Etching,True,Etching Method,llama3-8b,semiconductor manufacturing
Submicron,Micron,True,Particle Size,llama3-8b,semiconductor manufacturing
Germanium,Gallium Arsenide,True,Wafer Type,llama3-8b,semiconductor manufacturing
Highly Sensitive,Not Sensitive,True,Moisture Sensitivity,llama3-8b,semiconductor manufacturing
Micron,Submillimeter,True,Particle Size,llama3-8b,semiconductor manufacturing
Submicron,Submillimeter,True,Particle Size,llama3-8b,semiconductor manufacturing
"Class 10,000",Class 100,True,Cleanliness Level,llama3-8b,semiconductor manufacturing
QFN,SOIC,True,Packaging Type,llama3-8b,semiconductor manufacturing
Silicon Dioxide,Nitride,True,Insulation Material,llama3-8b,semiconductor manufacturing
Wet Etching,Plasma Etching,True,Etching Method,llama3-8b,semiconductor manufacturing
Highly Sensitive,Dry Etching,False,,llama3-8b,semiconductor manufacturing
Highly Sensitive,Micron,False,,llama3-8b,semiconductor manufacturing
Low Temperature,Gallium Arsenide,False,,llama3-8b,semiconductor manufacturing
Plasma Etching,Not Sensitive,False,,llama3-8b,semiconductor manufacturing
Nitride,Medium Temperature,False,,llama3-8b,semiconductor manufacturing
Wet Etching,Submillimeter,False,,llama3-8b,semiconductor manufacturing
Gallium Arsenide,SOIC,False,,llama3-8b,semiconductor manufacturing
Submillimeter,Gallium Arsenide,False,,llama3-8b,semiconductor manufacturing
Plastic,Submillimeter,False,,llama3-8b,semiconductor manufacturing
Phosphorus,Class 100,False,,llama3-8b,semiconductor manufacturing
Tree,Queue,True,Data Structure,llama3-8b,computer science
Android,Linux,True,Operating System,llama3-8b,computer science
JavaScript,Java,True,Programming Language,llama3-8b,computer science
TCP,HTTP,True,Computer Network Protocol,llama3-8b,computer science
Relational,NoSQL,True,Database Management,llama3-8b,computer science
Ruby,Python,True,Programming Language,llama3-8b,computer science
C++,JavaScript,True,Programming Language,llama3-8b,computer science
Firewall,Encryption,True,Computer Security,llama3-8b,computer science
Mesh,Hybrid,True,Network Topology,llama3-8b,computer science
Cryptography,Sorting,True,Algorithm,llama3-8b,computer science
Compression,Queue,False,,llama3-8b,computer science
Java,Tree,False,,llama3-8b,computer science
NoSQL,Linux,False,,llama3-8b,computer science
NoSQL,Machine Learning,False,,llama3-8b,computer science
Linked List,Java,False,,llama3-8b,computer science
Ruby,HTTP,False,,llama3-8b,computer science
MIMD,Hybrid,False,,llama3-8b,computer science
Encryption,NoSQL,False,,llama3-8b,computer science
Star,Python,False,,llama3-8b,computer science
Authentication,Android,False,,llama3-8b,computer science
Poverty Line,Upper Middle Class,True,Income Level,llama3-8b,sociology
Single,Divorced,True,Marital Status,llama3-8b,sociology
German,Mandarin,True,Language Spoken,llama3-8b,sociology
Senior Citizen,Elderly,True,Age Group,llama3-8b,sociology
Student,Unemployed,True,Occupation,llama3-8b,sociology
Retired,Self-Employed,True,Occupation,llama3-8b,sociology
Buddhist,Atheist,True,Religious Affiliation,llama3-8b,sociology
Separated,Divorced,True,Marital Status,llama3-8b,sociology
German,Spanish,True,Language Spoken,llama3-8b,sociology
Single Person,Extended Family,True,Family Structure,llama3-8b,sociology
Low Income,Mandarin,False,,llama3-8b,sociology
Doctoral Degree,Poverty Line,False,,llama3-8b,sociology
Suburban,Elderly,False,,llama3-8b,sociology
High School Diploma,Unemployed,False,,llama3-8b,sociology
German,Self-Employed,False,,llama3-8b,sociology
Single Person,Jewish,False,,llama3-8b,sociology
Homemaker,Atheist,False,,llama3-8b,sociology
Hindu,Divorced,False,,llama3-8b,sociology
Bachelor's Degree,Spanish,False,,llama3-8b,sociology
Entrepreneur,Extended Family,False,,llama3-8b,sociology
Low,Moderate,True,Self-Esteem,llama3-8b,psychology
Emotion-Focused,Self-Aware,True,Emotional Regulation,llama3-8b,psychology
Emotion-Focused,Avoidant,True,Coping Mechanisms,llama3-8b,psychology
Pragmatic,Intuitive,True,Cognitive Style,llama3-8b,psychology
Moderate,High,True,Self-Esteem,llama3-8b,psychology
Semantic,Episodic,True,Memory Type,llama3-8b,psychology
Pragmatic,Analytical,True,Cognitive Style,llama3-8b,psychology
Extraverted,Conscientious,True,Personality Traits,llama3-8b,psychology
Observational,Reinforcement,True,Learning Strategies,llama3-8b,psychology
Agreeable,Conscientious,True,Personality Traits,llama3-8b,psychology
Semantic,Moderate,False,,llama3-8b,psychology
Low,Self-Aware,False,,llama3-8b,psychology
