Text1,Text2,Same Causal Variable,Variable Name,model Name,domain
Active member of neighborhood watch,Participates in local clean-up events,True,Community Engagement,gpt-3.5-turbo,sociology
Single parent household,Foster care system,True,Family Structure,gpt-3.5-turbo,sociology
Hindu priest,Practicing Muslim,True,Religious Affiliation,gpt-3.5-turbo,sociology
Medical professional,Construction worker,True,Occupational Field,gpt-3.5-turbo,sociology
Libertarian,Socialist,True,Political Ideology,gpt-3.5-turbo,sociology
In a domestic partnership,Single,True,Marital Status,gpt-3.5-turbo,sociology
Nuclear family,Single parent household,True,Family Structure,gpt-3.5-turbo,sociology
Married,Single,True,Marital Status,gpt-3.5-turbo,sociology
Active member of neighborhood watch,Practicing Muslim,False,,gpt-3.5-turbo,sociology
Married,Participates in local clean-up events,False,,gpt-3.5-turbo,sociology
Buddhist monk,Foster care system,False,,gpt-3.5-turbo,sociology
Genderfluid individual,Socialist,False,,gpt-3.5-turbo,sociology
Child raised by grandparents,Single,False,,gpt-3.5-turbo,sociology
Not involved in community activities,Transgender woman,False,,gpt-3.5-turbo,sociology
Conservative,Single parent household,False,,gpt-3.5-turbo,sociology
Medical professional,Middle-class worker,False,,gpt-3.5-turbo,sociology
Bachelor's degree recipient,Widowed,False,,gpt-3.5-turbo,sociology
First-generation immigrant,Volunteer at local shelter,False,,gpt-3.5-turbo,sociology
Coping effectively with challenges,Maintaining emotional balance,True,Mental Health Resilience,gpt-3.5-turbo,psychology
Intrinsic drive for personal growth,Desire for achievement,True,Motivation,gpt-3.5-turbo,psychology
Openness to new experiences,Conscientiousness in tasks,True,Personality Traits,gpt-3.5-turbo,psychology
Feeling empowered in choices,Sense of autonomy in decision-making,True,Perceived Control,gpt-3.5-turbo,psychology
Engaging in physical activity,Seeking social support,True,Stress Coping Strategies,gpt-3.5-turbo,psychology
Seeking help when needed,Coping effectively with challenges,True,Mental Health Resilience,gpt-3.5-turbo,psychology
Emotional assistance during tough times,Having a sense of belonging,True,Social Support,gpt-3.5-turbo,psychology
Feeling understood and valued,Receiving help from others,True,Social Support,gpt-3.5-turbo,psychology
Extraversion in social settings,Openness to new experiences,True,Personality Traits,gpt-3.5-turbo,psychology
Feeling understood and valued,Emotional assistance during tough times,True,Social Support,gpt-3.5-turbo,psychology
Receiving help from others,Maintaining emotional balance,False,,gpt-3.5-turbo,psychology
Problem-solving approach,Desire for achievement,False,,gpt-3.5-turbo,psychology
Seeking help when needed,Sense of autonomy in decision-making,False,,gpt-3.5-turbo,psychology
Conscientiousness in tasks,Sense of autonomy in decision-making,False,,gpt-3.5-turbo,psychology
Comfort with intimacy,Seeking social support,False,,gpt-3.5-turbo,psychology
Agreeableness in interactions,Coping effectively with challenges,False,,gpt-3.5-turbo,psychology
Feeling discomfort from inconsistency,Sense of autonomy in decision-making,False,,gpt-3.5-turbo,psychology
Empathizing with others,Receiving help from others,False,,gpt-3.5-turbo,psychology
Feeling empowered in choices,Emotional assistance during tough times,False,,gpt-3.5-turbo,psychology
Emotional assistance during tough times,Openness to new experiences,False,,gpt-3.5-turbo,psychology
bike-sharing stations,taxi stands,True,Types of public transportation available,gpt-4-turbo,urban studies
sporting events,street fairs,True,Frequent community events,gpt-4-turbo,urban studies
public parks,community centers,True,Common recreational facilities,gpt-4-turbo,urban studies
bike-sharing stations,bus routes,True,Types of public transportation available,gpt-4-turbo,urban studies
noise disturbances,light pollution,True,Prevalent forms of pollution,gpt-4-turbo,urban studies
brutalist constructions,colonial houses,True,Dominant architectural styles,gpt-4-turbo,urban studies
manufacturing plants,tourism attractions,True,Primary economic activities,gpt-4-turbo,urban studies
Victorian buildings,colonial houses,True,Dominant architectural styles,gpt-4-turbo,urban studies
cycling,using public transit,True,Common modes of commuting,gpt-4-turbo,urban studies
loft conversions,single-family homes,True,Predominant housing types,gpt-4-turbo,urban studies
high-rise apartments,street trees,False,,gpt-4-turbo,urban studies
brutalist constructions,driving personal vehicles,False,,gpt-4-turbo,urban studies
public parks,taxi stands,False,,gpt-4-turbo,urban studies
tram networks,townhouses,False,,gpt-4-turbo,urban studies
high-rise apartments,street fairs,False,,gpt-4-turbo,urban studies
multi-family complexes,community centers,False,,gpt-4-turbo,urban studies
community centers,street trees,False,,gpt-4-turbo,urban studies
sporting events,bus routes,False,,gpt-4-turbo,urban studies
tram networks,light pollution,False,,gpt-4-turbo,urban studies
music festivals,colonial houses,False,,gpt-4-turbo,urban studies
reflecting telescope,radio telescope,True,Optical instrument used to make distant objects appear nearer,gpt-4-turbo,physics
polystyrene foam,asbestos sheeting,True,Material that resists the flow of thermal energy,gpt-4-turbo,physics
polystyrene foam,fiberglass insulation,True,Material that resists the flow of thermal energy,gpt-4-turbo,physics
oxygen gas,carbon dioxide,True,Substance with no definite volume and no definite shape,gpt-4-turbo,physics
beta particle,muon,True,Elementary particle with a negative charge,gpt-4-turbo,physics
Earth,Mars,True,Celestial body orbiting a star,gpt-4-turbo,physics
wind turbine,diesel generator,True,Device that converts mechanical energy into electrical energy,gpt-4-turbo,physics
fiberglass insulation,asbestos sheeting,True,Material that resists the flow of thermal energy,gpt-4-turbo,physics
oxygen gas,water vapor,True,Substance with no definite volume and no definite shape,gpt-4-turbo,physics
refracting telescope,radio telescope,True,Optical instrument used to make distant objects appear nearer,gpt-4-turbo,physics
infrared radiation,oxygen gas,False,,gpt-4-turbo,physics
step-down transformer,radio telescope,False,,gpt-4-turbo,physics
earth's attraction,asbestos sheeting,False,,gpt-4-turbo,physics
muon,gravity,False,,gpt-4-turbo,physics
carbon dioxide,fiberglass insulation,False,,gpt-4-turbo,physics
gravitational pull,carbon dioxide,False,,gpt-4-turbo,physics
copper wire,muon,False,,gpt-4-turbo,physics
polystyrene foam,Mars,False,,gpt-4-turbo,physics
polystyrene foam,gravity,False,,gpt-4-turbo,physics
ultraviolet radiation,Mars,False,,gpt-4-turbo,physics
drinking mineral water,sipping herbal teas,True,Hydration source,gpt-4-turbo,health
annual medical examinations,daily blood pressure checks,True,Health monitoring frequency,gpt-4-turbo,health
vegan dishes,vegetarian meals,True,Dietary preference,gpt-4-turbo,health
yoga in a studio,swimming in a pool,True,Type of physical activity,gpt-4-turbo,health
staying in air-conditioned spaces,traveling to polluted areas,True,Exposure to environments,gpt-4-turbo,health
performing breathing exercises,consulting with therapists,True,Stress management technique,gpt-4-turbo,health
exercising outdoors,living in high altitudes,True,Exposure to environments,gpt-4-turbo,health
annual medical examinations,weekly weight measurements,True,Health monitoring frequency,gpt-4-turbo,health
feelings of happiness,periods of depression,True,Mental health status,gpt-4-turbo,health
isolating from others,attending social gatherings,True,Social interaction level,gpt-4-turbo,health
living in high altitudes,sipping herbal teas,False,,gpt-4-turbo,health
pharmaceutical medication,daily blood pressure checks,False,,gpt-4-turbo,health
strength training in a gym,taking vacations,False,,gpt-4-turbo,health
working indoors,vegetarian meals,False,,gpt-4-turbo,health
biannual dental visits,swimming in a pool,False,,gpt-4-turbo,health
biannual dental visits,traveling to polluted areas,False,,gpt-4-turbo,health
vegetarian meals,consulting with therapists,False,,gpt-4-turbo,health
monthly cholesterol tests,living in high altitudes,False,,gpt-4-turbo,health
living in high altitudes,weekly weight measurements,False,,gpt-4-turbo,health
pharmaceutical medication,periods of depression,False,,gpt-4-turbo,health
Optical microscopy,Scanning electron microscopy,True,Inspection method,gpt-4-turbo,semiconductor manufacturing
Silicon substrate,Silicon carbide base,True,Type of semiconductor material,gpt-4-turbo,semiconductor manufacturing
Wafer-level packaging,Wire-bonded package,True,Packaging type,gpt-4-turbo,semiconductor manufacturing
Plasma etching,Reactive ion etching,True,Etching technique,gpt-4-turbo,semiconductor manufacturing
Ion implantation,Gas phase doping,True,Doping method,gpt-4-turbo,semiconductor manufacturing
X-ray inspection,Optical microscopy,True,Inspection method,gpt-4-turbo,semiconductor manufacturing
Hard mask layer,Antireflective coating,True,Wafer surface coating,gpt-4-turbo,semiconductor manufacturing
Flip-chip assembly,Wafer-level packaging,True,Packaging type,gpt-4-turbo,semiconductor manufacturing
Deep ultraviolet radiation,Ultraviolet beam,True,Photolithography light source,gpt-4-turbo,semiconductor manufacturing
Germanium layer,Silicon carbide base,True,Type of semiconductor material,gpt-4-turbo,semiconductor manufacturing
Wet chemical etching,Extreme ultraviolet light,False,,gpt-4-turbo,semiconductor manufacturing
X-ray inspection,Silicon carbide base,False,,gpt-4-turbo,semiconductor manufacturing
Rapid thermal annealing,Wire-bonded package,False,,gpt-4-turbo,semiconductor manufacturing
Stepper exposure,Solid source diffusion,False,,gpt-4-turbo,semiconductor manufacturing
Stepper exposure,Gas phase doping,False,,gpt-4-turbo,semiconductor manufacturing
Gallium arsenide wafer,Scanning electron microscopy,False,,gpt-4-turbo,semiconductor manufacturing
Wet chemical etching,Optical microscopy,False,,gpt-4-turbo,semiconductor manufacturing
Laser thermal processing,Optical microscopy,False,,gpt-4-turbo,semiconductor manufacturing
Laser thermal processing,Antireflective coating,False,,gpt-4-turbo,semiconductor manufacturing
Wire-bonded package,Gallium arsenide wafer,False,,gpt-4-turbo,semiconductor manufacturing
Man-in-the-middle attacks,Phishing scams,True,Cybersecurity Threat,gpt-4-turbo,computer science
Ransomware attacks,SQL injection attacks,True,Cybersecurity Threat,gpt-4-turbo,computer science
Binary trees,Graph structures,True,Data Structure,gpt-4-turbo,computer science
Graph databases,Relational databases,True,Database System,gpt-4-turbo,computer science
Scrum framework,DevOps strategies,True,Software Development Methodology,gpt-4-turbo,computer science
Android versions,iOS releases,True,Operating System,gpt-4-turbo,computer science
Search algorithms,Graph algorithms,True,Algorithm Type,gpt-4-turbo,computer science
Sorting algorithms,Dynamic programming algorithms,True,Algorithm Type,gpt-4-turbo,computer science
Object-oriented languages,Scripting languages,True,Programming Language,gpt-4-turbo,computer science
SQL injection attacks,Denial of Service attacks,True,Cybersecurity Threat,gpt-4-turbo,computer science
Agile practices,Deep learning architectures,False,,gpt-4-turbo,computer science
Supervised learning methods,Phishing scams,False,,gpt-4-turbo,computer science
Function as a Service,SQL injection attacks,False,,gpt-4-turbo,computer science
Agile practices,Graph structures,False,,gpt-4-turbo,computer science
Ensemble methods,Relational databases,False,,gpt-4-turbo,computer science
iOS releases,DevOps strategies,False,,gpt-4-turbo,computer science
NoSQL databases,iOS releases,False,,gpt-4-turbo,computer science
Simple Mail Transfer Protocol,Graph algorithms,False,,gpt-4-turbo,computer science
Linked lists,Functional programming languages,False,,gpt-4-turbo,computer science
Linux distributions,Scripting languages,False,,gpt-4-turbo,computer science
widowed,divorced,True,Marital status,gpt-4-turbo,sociology
conservative,moderate,True,Political orientation,gpt-4-turbo,sociology
Hinduism,Buddhism,True,Religious affiliation,gpt-4-turbo,sociology
upper middle class,elite,True,Social class perception,gpt-4-turbo,sociology
Buddhism,Christianity,True,Religious affiliation,gpt-4-turbo,sociology
stepfamily,childless family,True,Type of family structure,gpt-4-turbo,sociology
Caucasian,Asian,True,Ethnic background,gpt-4-turbo,sociology
primary education completed,postgraduate degree obtained,True,Educational attainment,gpt-4-turbo,sociology
Caucasian,African descent,True,Ethnic background,gpt-4-turbo,sociology
Islam,Christianity,True,Religious affiliation,gpt-4-turbo,sociology
working class,divorced,False,,gpt-4-turbo,sociology
postgraduate degree obtained,atheist,False,,gpt-4-turbo,sociology
town,elite,False,,gpt-4-turbo,sociology
primary education completed,Christianity,False,,gpt-4-turbo,sociology
divorced,suburban area,False,,gpt-4-turbo,sociology
African descent,childless family,False,,gpt-4-turbo,sociology
Buddhism,Asian,False,,gpt-4-turbo,sociology
stepfamily,atheist,False,,gpt-4-turbo,sociology
unemployed,postgraduate degree obtained,False,,gpt-4-turbo,sociology
suburban area,childless family,False,,gpt-4-turbo,sociology
collaborative problem-solving,confrontational tactics,True,Conflict resolution styles,gpt-4-turbo,psychology
visual learning,self-paced study,True,Learning preferences,gpt-4-turbo,psychology
family networks,community groups,True,Social support systems,gpt-4-turbo,psychology
analytical evaluation,impulsive choices,True,Decision-making processes,gpt-4-turbo,psychology
online forums,community groups,True,Social support systems,gpt-4-turbo,psychology
anxious preoccupation,dependent engagement,True,Attachment styles,gpt-4-turbo,psychology
propensity for risk-taking,tendency towards empathy,True,Personality traits,gpt-4-turbo,psychology
hands-on activities,visual learning,True,Learning preferences,gpt-4-turbo,psychology
professional mentors,community groups,True,Social support systems,gpt-4-turbo,psychology
sense of melancholy,feelings of euphoria,True,Mood states,gpt-4-turbo,psychology
inclination for organization,confrontational tactics,False,,gpt-4-turbo,psychology
anxious preoccupation,self-paced study,False,,gpt-4-turbo,psychology
secure emotional bonds,community groups,False,,gpt-4-turbo,psychology
online forums,impulsive choices,False,,gpt-4-turbo,psychology
use of support groups,community groups,False,,gpt-4-turbo,psychology
intuitive judgment,dependent engagement,False,,gpt-4-turbo,psychology
professional mentors,visual learning,False,,gpt-4-turbo,psychology
professional mentors,public speaking,False,,gpt-4-turbo,psychology
practice of mindfulness meditation,community groups,False,,gpt-4-turbo,psychology
intuitive judgment,friendship circles,False,,gpt-4-turbo,psychology
