Value,Variable definition,Interaction Value,model Name,domain
New Product Launch,"['Revenue Streams', 'Market Share']",True,mixtral-8x7b-instruct,finance
Share Buyback,"['Company Capabilities', 'Competitive Advantage']",False,mixtral-8x7b-instruct,finance
Stock Split Announcement,"['Market Capitalization', 'Competitive Landscape']",False,mixtral-8x7b-instruct,finance
Merger Announcement,"['Company Capabilities', 'Competitive Advantage']",False,mixtral-8x7b-instruct,finance
Product Recall,"['Company Financials', 'Regulatory Compliance']",False,mixtral-8x7b-instruct,finance
Share Buyback,"['Market Sentiment', 'Company Financials']",False,mixtral-8x7b-instruct,finance
Regulatory Fine,"['Market Sentiment', 'Company Financials']",False,mixtral-8x7b-instruct,finance
Interest Rate Hike,"['Revenue Streams', 'Market Share']",False,mixtral-8x7b-instruct,finance
Merger Announcement,"['Company Financials', 'Brand Reputation']",False,mixtral-8x7b-instruct,finance
Interest Rate Hike,"['Company Financials', 'Brand Reputation']",False,mixtral-8x7b-instruct,finance
Earnings Beat,"['Company Financials', 'Brand Reputation']",False,mixtral-8x7b-instruct,finance
Public-Private Partnerships and Urban Planning,"['Governance', 'Urban Planning']",True,mistral-7b-instruct,urban studies
Smart Cities and Public Safety,"['Technological Infrastructure', 'Public Safety']",True,mistral-7b-instruct,urban studies
Affordable Housing and Community Centers,"['Housing Market', 'Community Amenities']",True,mistral-7b-instruct,urban studies
Public-Private Transportation and Urban Planning,"['Transportation Infrastructure', 'Urban Planning']",True,mistral-7b-instruct,urban studies
Sustainable Agriculture and Urban Gardens,"['Agriculture', 'Urban Planning']",True,mistral-7b-instruct,urban studies
Smart Grid and Energy Efficiency,"['Energy Infrastructure', 'Building Design']",True,mistral-7b-instruct,urban studies
Green Spaces and Public Transportation,"['Environmental Sustainability', 'Transportation Infrastructure']",True,mistral-7b-instruct,urban studies
Urban Renewal Projects,"['Infrastructure Development', 'Housing Market', 'Economic Development']",True,mistral-7b-instruct,urban studies
Mixed-Use Developments,"['Land Use Planning', 'Transportation Infrastructure']",True,mistral-7b-instruct,urban studies
Walkable Neighborhoods and Public Art,"['Transportation Infrastructure', 'Community Amenities']",True,mistral-7b-instruct,urban studies
Public-Private Partnerships and Urban Planning,"['Infrastructure Development', 'Housing Market', 'Economic Development']",False,mistral-7b-instruct,urban studies
Smart Cities and Public Safety,"['Transportation Infrastructure', 'Community Amenities']",False,mistral-7b-instruct,urban studies
Public-Private Partnerships and Urban Planning,"['Agriculture', 'Urban Planning']",False,mistral-7b-instruct,urban studies
Affordable Housing and Community Centers,"['Agriculture', 'Urban Planning']",False,mistral-7b-instruct,urban studies
Public-Private Transportation and Urban Planning,"['Agriculture', 'Urban Planning']",False,mistral-7b-instruct,urban studies
Sustainable Agriculture and Urban Gardens,"['Housing Market', 'Community Amenities']",False,mistral-7b-instruct,urban studies
Sustainable Agriculture and Urban Gardens,"['Transportation Infrastructure', 'Community Amenities']",False,mistral-7b-instruct,urban studies
Smart Grid and Energy Efficiency,"['Governance', 'Urban Planning']",False,mistral-7b-instruct,urban studies
Sustainable Agriculture and Urban Gardens,"['Infrastructure Development', 'Housing Market', 'Economic Development']",False,mistral-7b-instruct,urban studies
Green Spaces and Public Transportation,"['Energy Infrastructure', 'Building Design']",False,mistral-7b-instruct,urban studies
Energy and work,"['Energy', 'Work']",True,mistral-7b-instruct,physics
Frequency and wavelength of a wave,"['Frequency', 'Wavelength']",True,mistral-7b-instruct,physics
Electromagnetic field intensity and magnetic flux density,"['Electromagnetic field', 'Magnetic flux density']",True,mistral-7b-instruct,physics
Potential energy and gravitational force,"['Potential energy', 'Gravitational force']",True,mistral-7b-instruct,physics
Magnetic field and electric current,"['Magnetic field', 'Electric current']",True,mistral-7b-instruct,physics
Angular momentum and torque,"['Angular momentum', 'Torque']",True,mistral-7b-instruct,physics
Velocity and acceleration of an object,"['Velocity', 'Acceleration']",True,mistral-7b-instruct,physics
Electric charge and electric field,"['Electric charge', 'Electric field']",True,mistral-7b-instruct,physics
Temperature and pressure in a gas,"['Temperature', 'Pressure']",True,mistral-7b-instruct,physics
Frequency and energy of a quantum particle,"['Frequency', 'Energy']",True,mistral-7b-instruct,physics
Frequency and wavelength of a wave,"['Frequency', 'Energy']",False,mistral-7b-instruct,physics
Electromagnetic field intensity and magnetic flux density,"['Frequency', 'Wavelength']",False,mistral-7b-instruct,physics
Electromagnetic field intensity and magnetic flux density,"['Potential energy', 'Gravitational force']",False,mistral-7b-instruct,physics
Potential energy and gravitational force,"['Electromagnetic field', 'Magnetic flux density']",False,mistral-7b-instruct,physics
Angular momentum and torque,"['Frequency', 'Energy']",False,mistral-7b-instruct,physics
Velocity and acceleration of an object,"['Frequency', 'Energy']",False,mistral-7b-instruct,physics
Electromagnetic field intensity and magnetic flux density,"['Temperature', 'Pressure']",False,mistral-7b-instruct,physics
Electric charge and electric field,"['Magnetic field', 'Electric current']",False,mistral-7b-instruct,physics
Potential energy and gravitational force,"['Temperature', 'Pressure']",False,mistral-7b-instruct,physics
Velocity and acceleration of an object,"['Frequency', 'Wavelength']",False,mistral-7b-instruct,physics
Physical inactivity and osteoporosis,"['Physical activity level', 'Risk of osteoporosis']",True,mistral-7b-instruct,health
Environmental pollution and cardiovascular disease,"['Exposure to environmental pollutants', 'Risk of cardiovascular disease']",True,mistral-7b-instruct,health
Processed food intake and inflammation,"['Consumption of processed foods', 'Inflammation']",True,mistral-7b-instruct,health
Alcohol consumption and liver disease,"['Alcohol consumption', 'Liver disease']",True,mistral-7b-instruct,health
Sedentary lifestyle and mental health,"['Sedentary behavior', 'Mental health']",True,mistral-7b-instruct,health
Genetic predisposition to diabetes and obesity,"['Genetic factors influencing the risk of developing diabetes', 'Genetic factors influencing the risk of developing obesity']",True,mistral-7b-instruct,health
Poor hygiene and skin infections,"['Personal hygiene', 'Risk of skin infections']",True,mistral-7b-instruct,health
Stress and gastrointestinal issues,"['Level of stress', 'Gastrointestinal issues']",True,mistral-7b-instruct,health
Smoking and respiratory issues,"['Smoking behavior', 'Respiratory issues']",True,mistral-7b-instruct,health
Poor sleep quality and immune system function,"['Quality of sleep', 'Immune system function']",True,mistral-7b-instruct,health
Physical inactivity and osteoporosis,"['Genetic factors influencing the risk of developing diabetes', 'Genetic factors influencing the risk of developing obesity']",False,mistral-7b-instruct,health
Environmental pollution and cardiovascular disease,"['Physical activity level', 'Risk of osteoporosis']",False,mistral-7b-instruct,health
Processed food intake and inflammation,"['Smoking behavior', 'Respiratory issues']",False,mistral-7b-instruct,health
Alcohol consumption and liver disease,"['Level of stress', 'Gastrointestinal issues']",False,mistral-7b-instruct,health
Sedentary lifestyle and mental health,"['Alcohol consumption', 'Liver disease']",False,mistral-7b-instruct,health
Physical inactivity and osteoporosis,"['Alcohol consumption', 'Liver disease']",False,mistral-7b-instruct,health
Environmental pollution and cardiovascular disease,"['Quality of sleep', 'Immune system function']",False,mistral-7b-instruct,health
Sedentary lifestyle and mental health,"['Genetic factors influencing the risk of developing diabetes', 'Genetic factors influencing the risk of developing obesity']",False,mistral-7b-instruct,health
Genetic predisposition to diabetes and obesity,"['Consumption of processed foods', 'Inflammation']",False,mistral-7b-instruct,health
Alcohol consumption and liver disease,"['Physical activity level', 'Risk of osteoporosis']",False,mistral-7b-instruct,health
Electromagnetic interference during testing,"['Electromagnetic compatibility during semiconductor testing', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing
Mechanical stress during handling,"['Handling procedures for semiconductor devices', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing
Contamination from manufacturing equipment,"['Cleanliness of semiconductor manufacturing environment', 'Material compatibility during semiconductor manufacturing']",True,mistral-7b-instruct,semiconductor manufacturing
Vibration during manufacturing,"['Manufacturing conditions for semiconductor devices', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing
Particle contamination during packaging,"['Cleanliness of semiconductor packaging process', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing
Power supply instability during operation,"['Power supply stability during semiconductor operation', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing
Humidity exposure during storage,"['Storage conditions for semiconductor devices', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing
Radiation exposure during transportation,"['Transportation conditions for semiconductor devices', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing
Corrosive chemicals during cleaning,"['Cleaning procedures for semiconductor devices', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing
Temperature excursion during processing,"['Temperature control during semiconductor manufacturing', 'Temperature sensitivity of semiconductor materials']",True,mistral-7b-instruct,semiconductor manufacturing
Electromagnetic interference during testing,"['Power supply stability during semiconductor operation', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing
Mechanical stress during handling,"['Cleaning procedures for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing
Contamination from manufacturing equipment,"['Transportation conditions for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing
Mechanical stress during handling,"['Temperature control during semiconductor manufacturing', 'Temperature sensitivity of semiconductor materials']",False,mistral-7b-instruct,semiconductor manufacturing
Electromagnetic interference during testing,"['Manufacturing conditions for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing
Vibration during manufacturing,"['Handling procedures for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing
Electromagnetic interference during testing,"['Transportation conditions for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing
Particle contamination during packaging,"['Cleaning procedures for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing
Power supply instability during operation,"['Transportation conditions for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing
Power supply instability during operation,"['Cleanliness of semiconductor packaging process', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing
SQL injection attack in web application,"['Web Application Security', 'Database Management']",True,mistral-7b-instruct,computer science
Man-in-the-middle attack on encrypted communication,"['Encrypted Communication', 'Network Security']",True,mistral-7b-instruct,computer science
Race condition in real-time system,"['Real-time Systems', 'Concurrency']",True,mistral-7b-instruct,computer science
Buffer overflow in network protocol implementation,"['Network Protocols', 'Memory Management']",True,mistral-7b-instruct,computer science
Denial of Service attack on web server,"['Web Servers', 'Network Security']",True,mistral-7b-instruct,computer science
Time of Check to Time of Use vulnerability in operating system,"['Operating Systems', 'Security']",True,mistral-7b-instruct,computer science
Deadlock in database management system,"['Database Management Systems', 'Concurrency']",True,mistral-7b-instruct,computer science
Heartbleed bug in SSL/TLS encryption,"['SSL/TLS Encryption', 'Network Security']",True,mistral-7b-instruct,computer science
Cross-site scripting vulnerability in web application,"['Web Application Security', 'Web Development']",True,mistral-7b-instruct,computer science
Memory leak in multithreaded environment,"['Memory Management', 'Concurrency']",True,mistral-7b-instruct,computer science
SQL injection attack in web application,"['Network Protocols', 'Memory Management']",False,mistral-7b-instruct,computer science
Man-in-the-middle attack on encrypted communication,"['Web Application Security', 'Database Management']",False,mistral-7b-instruct,computer science
Race condition in real-time system,"['Web Application Security', 'Web Development']",False,mistral-7b-instruct,computer science
SQL injection attack in web application,"['Web Application Security', 'Web Development']",False,mistral-7b-instruct,computer science
SQL injection attack in web application,"['Operating Systems', 'Security']",False,mistral-7b-instruct,computer science
Buffer overflow in network protocol implementation,"['Memory Management', 'Concurrency']",False,mistral-7b-instruct,computer science
Time of Check to Time of Use vulnerability in operating system,"['Real-time Systems', 'Concurrency']",False,mistral-7b-instruct,computer science
Time of Check to Time of Use vulnerability in operating system,"['Network Protocols', 'Memory Management']",False,mistral-7b-instruct,computer science
Race condition in real-time system,"['Web Servers', 'Network Security']",False,mistral-7b-instruct,computer science
Deadlock in database management system,"['Web Application Security', 'Web Development']",False,mistral-7b-instruct,computer science
Migration and Ethnic Integration,"['Migration Patterns', 'Ethnic Relations']",True,mistral-7b-instruct,sociology
Political Instability and Ethnic Tensions,"['Political Climate', 'Ethnic Relations']",True,mistral-7b-instruct,sociology
Education and Social Mobility,"['Educational Attainment', 'Social Status']",True,mistral-7b-instruct,sociology
Technological Advancement and Job Displacement,"['Technological Progress', 'Employment Situation']",True,mistral-7b-instruct,sociology
Aging Population and Healthcare Burden,"['Population Demographics', 'Healthcare System']",True,mistral-7b-instruct,sociology
Globalization and Cultural Homogenization,"['Global Economic System', 'Cultural Diversity']",True,mistral-7b-instruct,sociology
Economic Depression and Social Unrest,"['Economic Conditions', 'Social Conditions']",True,mistral-7b-instruct,sociology
Gender Role Conflict and Family Dysfunction,"['Gender Roles', 'Family Structure']",True,mistral-7b-instruct,sociology
Media Consumption and Social Isolation,"['Media Usage', 'Social Interaction']",True,mistral-7b-instruct,sociology
Urbanization and Environmental Degradation,"['Urban Development', 'Environmental Quality']",True,mistral-7b-instruct,sociology
Migration and Ethnic Integration,"['Technological Progress', 'Employment Situation']",False,mistral-7b-instruct,sociology
Education and Social Mobility,"['Urban Development', 'Environmental Quality']",False,mistral-7b-instruct,sociology
Technological Advancement and Job Displacement,"['Population Demographics', 'Healthcare System']",False,mistral-7b-instruct,sociology
Aging Population and Healthcare Burden,"['Media Usage', 'Social Interaction']",False,mistral-7b-instruct,sociology
Migration and Ethnic Integration,"['Global Economic System', 'Cultural Diversity']",False,mistral-7b-instruct,sociology
Political Instability and Ethnic Tensions,"['Media Usage', 'Social Interaction']",False,mistral-7b-instruct,sociology
Gender Role Conflict and Family Dysfunction,"['Economic Conditions', 'Social Conditions']",False,mistral-7b-instruct,sociology
Education and Social Mobility,"['Migration Patterns', 'Ethnic Relations']",False,mistral-7b-instruct,sociology
Media Consumption and Social Isolation,"['Urban Development', 'Environmental Quality']",False,mistral-7b-instruct,sociology
Education and Social Mobility,"['Population Demographics', 'Healthcare System']",False,mistral-7b-instruct,sociology
Anxious-Depressive Symptoms,"['Anxiety', 'Depression']",True,mistral-7b-instruct,psychology
Social Support and Mental Health,"['Social Support', 'Mental Health']",True,mistral-7b-instruct,psychology
Self-Efficacy and Stress,"['Self-Efficacy', 'Stress']",True,mistral-7b-instruct,psychology
Cognitive Dissonance,"['Belief', 'Attitude', 'Behavior']",True,mistral-7b-instruct,psychology
Stress and Coping Resources,"['Stress', 'Coping Resources']",True,mistral-7b-instruct,psychology
Achievement Goals and Motivation,"['Achievement Goals', 'Motivation']",True,mistral-7b-instruct,psychology
Learned Helplessness,"['Perceived Control', 'Stressor']",True,mistral-7b-instruct,psychology
Attachment Styles and Emotional Regulation,"['Attachment Styles', 'Emotional Regulation']",True,mistral-7b-instruct,psychology
Self-Compassion and Resilience,"['Self-Compassion', 'Resilience']",True,mistral-7b-instruct,psychology
Personality Traits and Coping Styles,"['Personality Traits', 'Coping Styles']",True,mistral-7b-instruct,psychology
Self-Efficacy and Stress,"['Anxiety', 'Depression']",False,mistral-7b-instruct,psychology
Cognitive Dissonance,"['Perceived Control', 'Stressor']",False,mistral-7b-instruct,psychology
Social Support and Mental Health,"['Stress', 'Coping Resources']",False,mistral-7b-instruct,psychology
Stress and Coping Resources,"['Achievement Goals', 'Motivation']",False,mistral-7b-instruct,psychology
Achievement Goals and Motivation,"['Belief', 'Attitude', 'Behavior']",False,mistral-7b-instruct,psychology
Learned Helplessness,"['Anxiety', 'Depression']",False,mistral-7b-instruct,psychology
Cognitive Dissonance,"['Personality Traits', 'Coping Styles']",False,mistral-7b-instruct,psychology
Social Support and Mental Health,"['Personality Traits', 'Coping Styles']",False,mistral-7b-instruct,psychology
Attachment Styles and Emotional Regulation,"['Achievement Goals', 'Motivation']",False,mistral-7b-instruct,psychology
Self-Compassion and Resilience,"['Stress', 'Coping Resources']",False,mistral-7b-instruct,psychology
Debt-to-Equity Swap and Corporate Restructuring,"['Corporate Finance', 'Corporate Finance']",True,mistral-7b-instruct,finance
Securitization and Mortgage-Backed Securities,"['Financial Markets', 'Mortgage Market']",True,mistral-7b-instruct,finance
Bear Market Rally and Bull Market Correction,"['Stock Market', 'Stock Market']",True,mistral-7b-instruct,finance
Technical Recession and Business Cycle,"['Economic Conditions', 'Business Cycle']",True,mistral-7b-instruct,finance
Quantitative Easing and Currency War,"['Monetary Policy', 'Currency Markets']",True,mistral-7b-instruct,finance
Interest Rate Hike and Currency Depreciation,"['Central Bank Policy', 'Currency Markets']",True,mistral-7b-instruct,finance
Economic Downturn and High Inflation,"['Economic Conditions', 'Inflation Rates']",True,mistral-7b-instruct,finance
Credit Crunch and Debt Crisis,"['Financial Markets', 'Economic Conditions']",True,mistral-7b-instruct,finance
Dividend Aristocrats and Blue-Chip Stocks,"['Stock Market', 'Stock Market']",True,mistral-7b-instruct,finance
Stock Market Crash and Recession,"['Stock Market', 'Economic Conditions']",True,mistral-7b-instruct,finance
Debt-to-Equity Swap and Corporate Restructuring,"['Stock Market', 'Stock Market']",False,mistral-7b-instruct,finance
Securitization and Mortgage-Backed Securities,"['Economic Conditions', 'Inflation Rates']",False,mistral-7b-instruct,finance
Bear Market Rally and Bull Market Correction,"['Corporate Finance', 'Corporate Finance']",False,mistral-7b-instruct,finance
Quantitative Easing and Currency War,"['Stock Market', 'Stock Market']",False,mistral-7b-instruct,finance
Interest Rate Hike and Currency Depreciation,"['Stock Market', 'Stock Market']",False,mistral-7b-instruct,finance
Securitization and Mortgage-Backed Securities,"['Central Bank Policy', 'Currency Markets']",False,mistral-7b-instruct,finance
Securitization and Mortgage-Backed Securities,"['Stock Market', 'Economic Conditions']",False,mistral-7b-instruct,finance
Debt-to-Equity Swap and Corporate Restructuring,"['Financial Markets', 'Mortgage Market']",False,mistral-7b-instruct,finance
Bear Market Rally and Bull Market Correction,"['Stock Market', 'Economic Conditions']",False,mistral-7b-instruct,finance
Economic Downturn and High Inflation,"['Economic Conditions', 'Business Cycle']",False,mistral-7b-instruct,finance
